NaN,NaN,NaN,1,-7.93,0.37,0.06,NaN,1,-5.27,0.26,0.03,-2.23,10,-2.23,10.89,0.65,NaN,NaN,1,1.74,0.52,0.3,NaN,NaN,1,2.45,0.8,0.4,NaN,5,0.66,9.55,0.98,NaN,NaN,NaN,NaN,-1.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,312000000,4.36e+10,2,NaN,0
NaN,NaN,NaN,2,3.6,0.61,0.05,NaN,2,-1.04,1.26,0.08,-0.8,10,-0.8,3.12,0.14,NaN,NaN,1,1.61,0.96,0.46,NaN,NaN,1,1.24,0.7,0.37,NaN,2,1.3,2.96,0.47,NaN,NaN,NaN,NaN,-1.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31400,NaN,0,NaN,0
4.23,215,4.23,10,4.23,1.84,0.11,0.22,10,0.22,2.18,0.11,-0.05,10,-0.05,5.77,0.18,NaN,NaN,1,1.37,0.65,0.35,NaN,NaN,5,2.59,1.13,0.5,NaN,2,0.97,3.18,0.48,NaN,NaN,NaN,NaN,-0.92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46000,NaN,0,NaN,0
3.85,192.1,3.47,10,3.47,1.76,0.17,1.68,10,1.68,1.3,0.11,-0.17,10,-0.17,7.12,0.26,NaN,NaN,1,1.18,0.65,0.35,NaN,NaN,2,2.39,1.04,0.48,NaN,2,0.73,2.82,0.46,NaN,NaN,NaN,NaN,-0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5180,NaN,0,NaN,0
4.08,209.2,4.03,10,4.03,3.79,0.21,0.63,10,0.63,3.68,0.19,-0.17,10,-0.17,12.74,0.32,NaN,NaN,2,0.5,1.03,0.48,NaN,NaN,1,0.53,0.75,0.38,NaN,2,0.67,3.22,0.5,NaN,NaN,NaN,NaN,-0.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3820,NaN,0,NaN,0
4.42,211.8,4.39,10,4.39,4.72,0.26,0.48,10,0.48,5.85,0.33,-0.08,10,-0.08,14.69,0.43,NaN,NaN,5,0.46,1.72,0.68,NaN,NaN,2,0.36,1.1,0.49,0.57,10,0.57,3.56,0.55,4.77,212.5,4.75,0.45,-0.2,NaN,NaN,NaN,NaN,NaN,0.023,228.6,NaN,NaN,NaN,NaN,NaN,2360,NaN,0,NaN,0
4.87,212.2,4.84,10,4.84,5.77,0.32,0.49,10,0.49,7.93,0.5,-0.01,10,-0.01,17.01,0.52,NaN,NaN,5,0.67,1.87,0.72,NaN,0.4,10,0.4,1.84,0.7,0.59,10,0.59,4.44,0.65,4.88,212.9,4.86,0.43,-0.08,NaN,NaN,NaN,NaN,0.6,0.018,249.1,7,NaN,4,0.533,0.00217,1070,NaN,0,NaN,0
5.15,213.2,5.13,10,5.13,5.37,0.3,0.43,10,0.43,8.72,0.58,0.02,10,0.02,19.05,0.55,NaN,NaN,5,0.38,1.62,0.65,NaN,0.39,10,0.39,2.31,0.81,0.69,10,0.69,5.04,0.7,4.91,213.8,4.9,0.36,0,NaN,NaN,NaN,0.44,0.6,0.018,301,7,NaN,4,0.541,0.00222,786,5460000,0,NaN,0
5.6,215.3,5.6,10,5.6,4.81,0.29,0.26,10,0.26,8.73,0.61,0.02,10,0.02,20.74,0.54,NaN,NaN,5,0.63,1.44,0.6,NaN,0.43,10,0.43,1.87,0.7,0.61,10,0.61,4.45,0.66,4.89,215,4.88,0.25,0.05,NaN,NaN,NaN,0.42,0.62,0.025,323.3,7.2,NaN,4,0.573,0.00331,561,NaN,0,NaN,0
5.49,217.6,5.49,10,5.49,3.94,0.33,0.04,10,0.04,8.52,0.62,0,10,0,21.39,0.51,NaN,NaN,5,0.52,1.82,0.7,NaN,0.43,10,0.43,2.08,0.76,0.49,10,0.49,4.24,0.64,4.83,216.6,4.83,0.12,0.07,NaN,NaN,NaN,0.4,0.65,0.032,330.1,7.6,NaN,4,0.625,0.00448,353,NaN,0,NaN,0
4.55,218.3,4.55,10,4.55,3.55,0.35,-0.02,10,-0.02,7.61,0.56,0.02,10,0.02,21.54,0.49,NaN,NaN,5,1.47,1.38,0.58,NaN,0.47,10,0.47,2.61,0.88,0.73,10,0.73,3.61,0.56,4.76,218.5,4.76,-0.04,0.07,NaN,NaN,NaN,0.39,0.67,0.035,331.2,8.1,NaN,3,0.683,0.00546,246,4370000,0,NaN,256
4,221.5,3.99,10,3.99,4.03,0.37,-0.24,10,-0.24,9.4,0.55,-0.03,10,-0.03,27.55,0.47,NaN,NaN,5,0.65,2.51,0.89,NaN,0.41,10,0.41,1.4,0.58,0.74,10,0.74,3.73,0.57,4.7,220.5,4.69,-0.21,0.05,NaN,NaN,NaN,0.38,0.69,0.036,329.2,8.4,NaN,3,0.723,0.00598,157,NaN,0,NaN,256
3.85,225,3.82,10,3.82,4.08,0.4,-0.47,10,-0.47,9.09,0.53,-0.03,10,-0.03,26.1,0.42,NaN,NaN,5,0.56,2.51,0.89,NaN,0.32,10,0.32,1.51,0.61,0.69,10,0.69,3.79,0.57,4.65,222.7,4.63,-0.38,0.02,NaN,NaN,NaN,0.37,0.69,0.036,324.6,8.4,NaN,3,0.707,0.00575,98,NaN,0,NaN,256
3.97,226.8,3.93,10,3.93,4.21,0.39,-0.61,10,-0.61,8.58,0.49,-0.05,10,-0.05,25.42,0.4,NaN,NaN,5,2.42,1.88,0.73,NaN,0.43,10,0.43,2.17,0.78,0.61,10,0.61,3.46,0.55,4.62,224.9,4.59,-0.55,-0.01,NaN,NaN,NaN,0.37,0.63,0.034,317.6,7.7,NaN,4,0.593,0.00463,58.8,NaN,0,NaN,256
4.48,227.2,4.42,10,4.42,4.28,0.38,-0.72,10,-0.72,8.85,0.48,-0.07,10,-0.07,23.94,0.38,NaN,NaN,1,0.71,0.89,0.44,NaN,0.19,10,0.19,1.96,0.73,NaN,2,0.69,2.8,0.47,4.63,226.9,4.57,-0.72,-0.05,NaN,NaN,NaN,NaN,NaN,0.033,308.1,NaN,NaN,NaN,NaN,NaN,29.7,NaN,0,NaN,256
4.91,227.8,4.84,10,4.84,4.15,0.31,-0.83,10,-0.83,9.12,0.47,-0.07,10,-0.07,22.99,0.36,NaN,NaN,5,0.27,1.33,0.58,NaN,NaN,2,0.41,1.1,0.5,NaN,5,0.62,4.72,0.68,4.67,228.8,4.59,-0.88,-0.08,NaN,NaN,NaN,NaN,NaN,0.032,296.6,NaN,NaN,NaN,NaN,NaN,24.2,NaN,0,NaN,256
