NaN,NaN,NaN,4,-9.19,1.07,0.15,NaN,1,11.42,0.49,0.07,-2.05,10,-2.05,10.7,0.6,NaN,NaN,1,1.51,0.8,0.4,NaN,NaN,1,2.48,0.84,0.42,NaN,5,0.85,9.04,0.95,NaN,NaN,NaN,NaN,-1.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,658000000,NaN,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,8.53,0.41,0.02,-1.93,10,-1.93,2.76,0.11,NaN,NaN,1,1.85,0.8,0.4,NaN,NaN,1,2.61,0.82,0.41,NaN,2,1.84,2.59,0.43,NaN,NaN,NaN,NaN,-1.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87600,NaN,0,NaN,0
NaN,NaN,NaN,2,4.94,0.66,0.03,NaN,2,2.22,0.65,0.03,NaN,2,-0.71,2.58,0.08,NaN,NaN,1,2.45,0.8,0.4,NaN,NaN,1,2.44,0.75,0.39,NaN,2,1.82,2.36,0.4,NaN,NaN,NaN,NaN,-1.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105000,NaN,0,NaN,0
NaN,NaN,NaN,2,5.2,1.8,0.08,NaN,2,0.71,2.4,0.1,-0.24,10,-0.24,4.58,0.15,NaN,NaN,5,0.48,1.18,0.52,NaN,NaN,1,1.36,0.77,0.4,NaN,2,1.33,2.22,0.39,NaN,NaN,NaN,NaN,-0.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14100,NaN,0,NaN,0
4.52,204.5,4.39,10,4.39,2.52,0.13,1.06,10,1.06,3.03,0.16,-0.18,10,-0.18,11.6,0.27,NaN,NaN,5,0.49,1.33,0.56,NaN,0.64,10,0.64,1.44,0.6,0.72,10,0.72,3.4,0.57,NaN,NaN,NaN,NaN,-0.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2910,NaN,0,NaN,0
4.92,201.9,4.73,10,4.73,3.49,0.17,1.37,10,1.37,4.81,0.26,-0.17,10,-0.17,14.12,0.37,NaN,NaN,2,1.14,1.01,0.47,NaN,0.54,10,0.54,1.43,0.6,0.61,10,0.61,3.74,0.59,5.15,200.2,4.9,1.57,-0.35,NaN,NaN,NaN,NaN,NaN,0.023,113.1,NaN,NaN,NaN,NaN,NaN,1730,NaN,0,NaN,0
5.03,200.2,4.79,10,4.79,4.92,0.26,1.54,10,1.54,6.27,0.36,-0.15,10,-0.15,16.26,0.44,NaN,NaN,5,0.46,2.17,0.78,NaN,0.51,10,0.51,1.22,0.54,0.6,10,0.6,3.78,0.59,5.15,199,4.87,1.68,-0.22,NaN,NaN,NaN,NaN,0.63,0.016,96.9,6.9,NaN,4,0.587,0.00212,902,4780000,0,NaN,0
5.33,199.1,5.05,10,5.05,5.55,0.32,1.72,10,1.72,6.84,0.42,-0.11,10,-0.11,19.13,0.5,NaN,NaN,5,0.52,1.88,0.71,NaN,0.46,10,0.46,2.06,0.77,0.68,10,0.68,4.52,0.66,5.11,198.5,4.82,1.71,-0.12,NaN,NaN,NaN,NaN,0.64,0.012,26.7,7.2,NaN,4,0.624,0.00167,873,6040000,0,NaN,0
5.3,198.1,4.98,10,4.98,5.72,0.35,1.8,10,1.8,7,0.46,-0.08,10,-0.08,21.83,0.53,NaN,NaN,5,0.48,2.21,0.79,NaN,0.47,10,0.47,2.13,0.79,0.59,10,0.59,4.88,0.71,5.04,198.8,4.75,1.66,-0.06,NaN,NaN,NaN,0.46,0.68,0.02,349.1,7.7,NaN,4,0.692,0.00308,551,5370000,0,NaN,0
5.25,200.5,5.01,10,5.01,5.24,0.4,1.58,10,1.58,7.32,0.51,-0.06,10,-0.06,23.44,0.53,NaN,NaN,5,0.38,2,0.74,NaN,0.54,10,0.54,2.03,0.76,0.78,10,0.78,5.06,0.72,4.94,199.6,4.69,1.56,-0.02,NaN,NaN,NaN,0.44,0.71,0.027,335.1,8.2,NaN,3,0.763,0.00468,400,NaN,0,NaN,0
