                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-06-20T16:05:27Z    299.40     50.57     -0.57     -1.38    645.93    943.94    288.37     11.51     67.45      1.50     28.75      0.07     11.55      0.3503682315     43.0839920000      0.00
2011-06-20T16:05:29Z    298.44     48.88     -0.72     -1.61    648.87    943.63    286.97     10.50     65.78      1.76    357.83      1.91      7.42      0.3502965569     43.0839653000      1.47
2011-06-20T16:05:31Z    297.88     48.61     -0.87     -1.83    666.73    941.71    286.37     10.11     64.53      2.02    328.36     56.26     10.51      0.3502323329     43.0839805600      8.93
2011-06-20T16:05:33Z    297.27     47.43     -1.01     -2.04    682.30    940.04    285.44      9.52     63.66      2.28    308.41     70.70     10.96      0.3501945138     43.0839614900      7.78
2011-06-20T16:05:35Z    296.86     47.90     -1.13     -2.24    695.48    938.62    285.21      9.40     63.16      2.51    282.04     66.52     19.32      0.3500679433     43.0839347800      6.59
2011-06-20T16:05:37Z    296.84     48.72     -1.24     -2.41    708.14    937.26    285.44      9.56     62.85      2.71    271.84     68.71     22.27      0.3500266969     43.0839080800      6.33
2011-06-20T16:05:39Z    296.75     47.91     -1.32     -2.56    720.10    935.98    285.11      9.36     62.73      2.88    258.27     66.33     30.29      0.3499357700     43.0838432300      5.98
2011-06-20T16:05:41Z    296.62     49.20     -1.38     -2.69    731.59    934.75    285.40      9.55     62.88      3.02    256.02     66.67     34.76      0.3498857617     43.0838241600      5.75
2011-06-20T16:05:43Z    296.50     50.25     -1.41     -2.79    742.84    933.55    285.60      9.70     63.24      3.13    253.37     64.35     44.10      0.3497810364     43.0837860100      5.62
2011-06-20T16:05:45Z    296.35     50.59     -1.42     -2.87    756.12    932.13    285.57      9.70     63.74      3.20    256.81     65.20     48.56      0.3497193456     43.0838012700      6.64
2011-06-20T16:05:47Z    296.40     51.96     -1.41     -2.93    769.06    930.75    286.02     10.01     64.37      3.25    251.35     64.70     55.81      0.3496506214     43.0837402300      6.47
2011-06-20T16:05:49Z    296.65     51.71     -1.37     -2.98    780.88    929.49    286.18     10.12     65.30      3.28    247.75     63.72     64.12      0.3495711982     43.0836830100      5.91
2011-06-20T16:05:51Z    296.09     52.17     -1.32     -3.02    794.11    928.08    285.80      9.89     66.37      3.30    248.34     63.22     72.22      0.3494757414     43.0836601300      6.62
2011-06-20T16:05:53Z    296.03     52.84     -1.26     -3.06    807.87    926.62    285.94     10.00     67.58      3.31    246.92     63.47     78.31      0.3494153321     43.0836219800      6.88
2011-06-20T16:05:55Z    295.83     53.30     -1.20     -3.10    822.25    925.09    285.89      9.99     68.92      3.32    246.69     63.77     84.39      0.3493481874     43.0835990900      7.19
2011-06-20T16:05:57Z    295.71     53.52     -1.13     -3.14    837.28    923.50    285.83      9.97     70.30      3.34    246.40     64.81     87.64      0.3493137956     43.0835838300      7.52
2011-06-20T16:05:59Z    295.55     53.92     -1.06     -3.19    847.52    922.41    285.81      9.97     71.66      3.36    245.02     63.43     98.29      0.3492058218     43.0835266100      5.12
2011-06-20T16:06:01Z    295.57     54.36     -0.99     -3.25    864.33    920.63    285.94     10.08     72.96      3.40    246.00     64.47    101.90      0.3491568267     43.0835266100      8.41
2011-06-20T16:06:03Z    295.27     54.83     -0.93     -3.30    878.55    919.13    285.79     10.00     74.23      3.43    248.97     64.20    110.02      0.3490388095     43.0835456800      7.11
2011-06-20T16:06:05Z    295.21     55.28     -0.88     -3.37    892.92    917.61    285.87     10.06     75.32      3.48    246.66     63.68    119.65      0.3489508927     43.0834732100      7.19
2011-06-20T16:06:07Z    295.15     55.81     -0.83     -3.43    908.39    915.98    285.95     10.14     76.35      3.53    250.93     63.95    125.83      0.3488396406     43.0835304300      7.73
2011-06-20T16:06:09Z    295.00     56.34     -0.79     -3.48    923.94    914.34    285.96     10.17     77.30      3.57    252.21     63.30    137.30      0.3486945033     43.0835228000      7.77
2011-06-20T16:06:11Z    294.80     56.64     -0.74     -3.54    940.26    912.62    285.85     10.11     78.16      3.61    250.32     64.08    140.59      0.3486743867     43.0834732100      8.16
2011-06-20T16:06:13Z    294.76     56.82     -0.70     -3.57    955.36    911.04    285.87     10.15     78.86      3.64    250.70     64.60    144.53      0.3486248851     43.0834693900      7.55
2011-06-20T16:06:15Z    294.67     57.45     -0.66     -3.59    969.62    909.54    285.95     10.22     79.53      3.65    252.19     64.50    152.00      0.3485228121     43.0834808300      7.13
2011-06-20T16:06:17Z    294.45     57.71     -0.63     -3.59    980.76    908.38    285.81     10.14     80.09      3.65    250.35     63.99    160.93      0.3484387398     43.0834121700      5.57
2011-06-20T16:06:19Z    294.39     57.74     -0.59     -3.58    991.39    907.26    285.76     10.12     80.64      3.63    248.95     63.46    170.00      0.3483516276     43.0833511400      5.32
2011-06-20T16:06:21Z    294.07     57.19     -0.56     -3.54   1002.84    906.07    285.32      9.85     81.01      3.59    250.25     62.49    183.20      0.3481826186     43.0833435100      5.73
2011-06-20T16:06:23Z    293.97     57.97     -0.54     -3.49   1010.28    905.29    285.43      9.93     81.23      3.53    251.77     62.08    190.37      0.3480795920     43.0833625800      3.72
2011-06-20T16:06:25Z    293.87     58.42     -0.52     -3.41   1023.08    903.95    285.45      9.96     81.30      3.45    251.53     62.53    193.42      0.3480471075     43.0833473200      6.40
2011-06-20T16:06:27Z    293.98     58.34     -0.52     -3.33   1034.00    902.81    285.54     10.03     81.14      3.37    252.68     62.04    203.26      0.3479171395     43.0833549500      5.46
2011-06-20T16:06:29Z    293.67     59.34     -0.53     -3.24   1045.49    901.61    285.50     10.03     80.76      3.28    253.80     62.49    205.46      0.3478770554     43.0833854700      5.75
2011-06-20T16:06:31Z    293.54     59.62     -0.55     -3.15   1054.69    900.65    285.45     10.01     80.17      3.20    253.34     62.49    210.19      0.3478270471     43.0833587600      4.60
2011-06-20T16:06:33Z    293.50     59.77     -0.58     -3.07   1065.85    899.49    285.45     10.02     79.32      3.12    252.70     62.09    219.71      0.3477239311     43.0833129900      5.58
2011-06-20T16:06:35Z    293.46     59.82     -0.62     -3.01   1076.25    898.41    285.42     10.02     78.41      3.07    254.45     61.79    228.14      0.3476008475     43.0833511400      5.20
2011-06-20T16:06:37Z    293.26     60.42     -0.66     -2.97   1087.83    897.21    285.39     10.01     77.56      3.04    254.76     61.66    235.57      0.3475088775     43.0833435100      5.79
2011-06-20T16:06:39Z    293.17     60.64     -0.69     -2.97   1097.16    896.24    285.36     10.01     76.84      3.05    255.22     61.82    238.98      0.3474622667     43.0833511400      4.67
2011-06-20T16:06:41Z    293.02     61.34     -0.73     -3.00   1109.02    895.01    285.39     10.04     76.31      3.08    254.82     62.17    241.77      0.3474345803     43.0833282500      5.93
2011-06-20T16:06:43Z    293.13     61.37     -0.74     -3.06   1120.77    893.79    285.50     10.13     76.37      3.15    254.94     62.52    244.37      0.3474021256     43.0833282500      5.88
2011-06-20T16:06:45Z    292.94     62.02     -0.74     -3.15   1133.24    892.50    285.49     10.13     76.77      3.24    253.44     62.44    251.73      0.3473369479     43.0832557700      6.24
2011-06-20T16:06:47Z    292.79     62.10     -0.72     -3.27   1145.82    891.20    285.36     10.06     77.58      3.35    253.06     62.59    256.64      0.3472851217     43.0832252500      6.29
2011-06-20T16:06:49Z    292.58     62.29     -0.67     -3.41   1157.16    890.02    285.21      9.96     78.81      3.48    252.88     62.75    260.70      0.3472403586     43.0832099900      5.67
2011-06-20T16:06:51Z    292.50     62.90     -0.61     -3.55   1169.17    888.78    285.28     10.02     80.32      3.60    253.86     62.87    265.46      0.3471686542     43.0832366900      6.00
2011-06-20T16:06:53Z    292.37     63.20     -0.53     -3.68   1181.78    887.49    285.23     10.00     81.88      3.72    253.04     62.97    270.76      0.3471195698     43.0831909200      6.30
2011-06-20T16:06:55Z    292.21     63.43     -0.43     -3.80   1195.05    886.12    285.14      9.95     83.52      3.82    253.29     62.67    281.12      0.3469934165     43.0831718400      6.63
2011-06-20T16:06:57Z    292.10     63.85     -0.33     -3.88   1206.69    884.92    285.13      9.96     85.07      3.89    252.88     62.93    283.93      0.3469677269     43.0831489600      5.82
2011-06-20T16:06:59Z    292.12     63.91     -0.24     -3.92   1220.30    883.52    285.17     10.00     86.53      3.93    254.66     61.69    306.63      0.3466687202     43.0831680300      6.80
2011-06-20T16:07:01Z    291.91     64.14     -0.15     -3.93   1229.95    882.53    285.02      9.91     87.78      3.93    255.03     61.27    317.33      0.3465352952     43.0831604000      4.83
2011-06-20T16:07:03Z    292.01     64.51     -0.08     -3.89   1239.91    881.51    285.20     10.05     88.76      3.90    254.24     61.52    319.52      0.3465236723     43.0831184400      4.98
2011-06-20T16:07:05Z    291.68     64.86     -0.05     -3.82   1253.63    880.10    284.97      9.90     89.30      3.82    253.86     61.74    323.99      0.3464780748     43.0830879200      6.86
2011-06-20T16:07:07Z    291.53     65.74     -0.03     -3.72   1267.96    878.63    285.03      9.96     89.50      3.72    256.11     61.20    339.10      0.3462575078     43.0831680300      7.16
2011-06-20T16:07:09Z    291.40     66.59     -0.05     -3.60   1280.81    877.32    285.10     10.02     89.23      3.60    256.57     61.49    342.08      0.3462139964     43.0831832900      6.42
2011-06-20T16:07:11Z    291.28     67.31     -0.08     -3.47   1292.70    876.11    285.14     10.06     88.67      3.47    255.63     62.26    337.40      0.3462861776     43.0831451400      5.95
2011-06-20T16:07:13Z    291.19     67.10     -0.14     -3.35   1305.59    874.79    285.02      9.99     87.61      3.35    255.27     62.66    338.45      0.3462802172     43.0831260700      6.44
2011-06-20T16:07:15Z    291.06     67.74     -0.21     -3.23   1319.47    873.38    285.03     10.01     86.26      3.24    255.40     62.96    341.23      0.3462449610     43.0831260700      6.94
2011-06-20T16:07:17Z    290.92     68.14     -0.29     -3.13   1331.70    872.13    284.99     10.00     84.76      3.15    255.20     63.30    342.38      0.3462350070     43.0831108100      6.12
2011-06-20T16:07:19Z    290.80     68.52     -0.36     -3.06   1345.72    870.70    284.96      9.99     83.20      3.08    255.00     63.57    345.34      0.3462035358     43.0830955500      7.01
2011-06-20T16:07:21Z    290.79     68.58     -0.40     -3.03   1358.45    869.41    284.96     10.01     82.44      3.06    255.30     63.52    352.46      0.3461133242     43.0830955500      6.37
2011-06-20T16:07:23Z    290.66     68.83     -0.40     -3.03   1371.65    868.07    284.89      9.98     82.44      3.06    255.30     63.94    352.46      0.3461133242     43.0830955500      6.60
2011-06-20T16:07:25Z    290.57     69.30     -0.40     -3.03   1384.68    866.75    284.91     10.00     82.44      3.06    255.30     64.34    352.46      0.3461133242     43.0830955500      6.51
2011-06-20T16:07:27Z    290.33     69.92 -32768.00 -32768.00   1396.46    865.56    284.81      9.95 -32768.00 -32768.00 -32768.00 -32768.00 -32768.00 -32768.0000000000 -32768.0000000000      5.89
2011-06-20T16:07:29Z    290.16     69.70     -0.54     -2.93   1410.91    864.10    284.60      9.82     79.54      2.97    254.64     64.84    356.96      0.3460731208     43.0830497700      7.23
2011-06-20T16:07:31Z    290.19     70.28     -0.53     -2.90   1424.67    862.71    284.75      9.94     79.72      2.95    254.59     64.90    362.42      0.3460094929     43.0830345200      6.88
2011-06-20T16:07:33Z    289.94     71.11     -0.50     -2.86   1437.88    861.37    284.70      9.92     80.17      2.91    255.87     64.70    371.92      0.3458709121     43.0830841100      6.61
2011-06-20T16:07:35Z    289.82     71.64     -0.46     -2.81   1453.18    859.83    284.70      9.93     80.73      2.85    255.60     65.01    373.86      0.3458530307     43.0830612200      7.65
2011-06-20T16:07:37Z    289.79     71.88     -0.42     -2.73   1468.42    858.29    284.72      9.97     81.26      2.76    254.97     64.80    384.70      0.3457374573     43.0830001800      7.62
2011-06-20T16:07:39Z    289.74     72.43     -0.39     -2.62   1481.51    856.98    284.78     10.02     81.60      2.65    255.73     65.31    381.73      0.3457568586     43.0830535900      6.54
2011-06-20T16:07:41Z    289.61     72.92     -0.36     -2.50   1496.00    855.52    284.75     10.02     81.82      2.53    256.59     65.01    393.87      0.3455950916     43.0830764800      7.25
2011-06-20T16:07:43Z    289.39     73.66     -0.34     -2.37   1509.52    854.17    284.69     10.00     81.83      2.39    257.16     65.36    393.86      0.3455843031     43.0831108100      6.76
2011-06-20T16:07:45Z    289.22     73.90     -0.33     -2.22   1524.28    852.69    284.58      9.94     81.53      2.25    257.22     65.56    396.95      0.3455460370     43.0831108100      7.38
2011-06-20T16:07:47Z    289.06     73.96     -0.33     -2.07   1538.72    851.25    284.45      9.86     80.94      2.09    256.70     65.76    399.75      0.3455225527     43.0830726600      7.22
2011-06-20T16:07:49Z    288.91     74.67     -0.33     -1.91   1552.06    849.91    284.44      9.88     80.08      1.94    256.51     65.78    405.29      0.3454601169     43.0830497700      6.67
2011-06-20T16:07:51Z    288.81     75.49     -0.34     -1.77   1568.09    848.31    284.51      9.94     79.01      1.80    256.62     66.03    407.67      0.3454295099     43.0830497700      8.01
2011-06-20T16:07:53Z    288.63     75.64     -0.35     -1.63   1581.64    846.96    284.36      9.86     77.98      1.67    257.24     66.02    414.04      0.3453409076     43.0830764800      6.78
2011-06-20T16:07:55Z    288.63     76.54     -0.35     -1.52   1595.67    845.56    284.54     10.00     77.14      1.56    257.24     66.20    416.71      0.3453090489     43.0830726600      7.01
2011-06-20T16:07:57Z    288.29     77.32     -0.33     -1.42   1611.08    844.03    284.36      9.89     76.84      1.46    256.60     66.39    419.60      0.3452874422     43.0830230700      7.70
2011-06-20T16:07:59Z    288.16     77.91     -0.30     -1.33   1624.73    842.67    284.35      9.90     77.19      1.37    257.13     66.43    424.89      0.3452132940     43.0830459600      6.83
2011-06-20T16:08:01Z    288.07     78.64     -0.26     -1.26   1639.86    841.17    284.40      9.95     78.55      1.29    257.23     66.86    422.69      0.3452375531     43.0830574000      7.56
2011-06-20T16:08:03Z    287.91     79.23     -0.19     -1.20   1653.24    839.85    284.37      9.95     81.07      1.21    256.02     67.04    424.67      0.3452393115     43.0829772900      6.69
2011-06-20T16:08:05Z    287.80     79.33     -0.10     -1.13   1668.63    838.33    284.27      9.90     84.87      1.14    256.26     67.23    427.16      0.3452044129     43.0829849200      7.70
2011-06-20T16:08:07Z    287.72     79.98      0.00     -1.06   1683.63    836.84    284.32      9.95     90.11      1.06    257.07     67.51    427.42      0.3451841772     43.0830383300      7.50
2011-06-20T16:08:09Z    287.57     80.52      0.12     -0.97   1698.94    835.33    284.27      9.94     97.24      0.98    257.16     68.04    422.56      0.3452406526     43.0830535900      7.65
2011-06-20T16:08:11Z    287.56     80.78      0.26     -0.85   1712.39    834.01    284.31      9.98    106.90      0.88    256.69     68.17    425.07      0.3452201486     43.0830192600      6.73
2011-06-20T16:08:13Z    287.33     80.83      0.39     -0.69   1724.79    832.78    284.09      9.85    119.88      0.79    257.63     68.16    430.36      0.3451376557     43.0830688500      6.20
2011-06-20T16:08:15Z    287.10     82.50      0.54     -0.48   1738.51    831.43    284.18      9.93    138.53      0.72    258.44     68.22    434.53      0.3450721800     43.0831146200      6.86
2011-06-20T16:08:17Z    287.05     83.43      0.68     -0.24   1751.76    830.13    284.30     10.02    160.97      0.72    258.01     68.38    436.19      0.3450603187     43.0830841100      6.62
2011-06-20T16:08:19Z    286.90     83.90      0.81      0.06   1764.83    828.85    284.24     10.00    184.37      0.82    258.30     68.43    440.21      0.3450064957     43.0830955500      6.53
2011-06-20T16:08:21Z    286.92     83.76      0.93      0.40   1776.21    827.73    284.23     10.01    203.12      1.01    258.15     68.66    439.63      0.3450162709     43.0830879200      5.69
2011-06-20T16:08:23Z    286.73     83.75      1.03      0.76   1789.21    826.46    284.04      9.90    216.64      1.28    258.42     68.62    445.63      0.3449389637     43.0830955500      6.50
2011-06-20T16:08:25Z    287.32     77.75      1.11      1.15   1801.69    825.24    283.50      9.55    226.10      1.59    259.00     68.82    445.78      0.3449261487     43.0831337000      6.24
2011-06-20T16:08:27Z    287.19     76.99      1.16      1.55   1816.19    823.83    283.23      9.39    233.15      1.93    259.03     69.23    441.94      0.3449721038     43.0831413300      7.25
2011-06-20T16:08:29Z    287.32     74.79      1.16      1.55   1829.76    822.51    282.93      9.22    233.15      1.93    259.03     69.45    441.94      0.3449721038     43.0831413300      6.78
2011-06-20T16:08:31Z    288.29     65.77      1.20      2.31   1840.02    821.51    281.95      8.63    242.60      2.61    258.71     70.69    416.52      0.3452839553     43.0831642200      5.13
2011-06-20T16:08:33Z    288.57     62.93      1.18      2.67   1847.18    820.82    281.57      8.41    246.12      2.92    259.10     71.26    405.83      0.3454061151     43.0832099900      3.58
2011-06-20T16:08:35Z    288.61     61.78      1.15      2.99   1854.77    820.09    281.33      8.28    249.03      3.20    258.99     71.66    399.01      0.3454901874     43.0832138100      3.79
2011-06-20T16:08:37Z    288.59     60.76      1.09      3.28   1863.92    819.20    281.07      8.14    251.58      3.46    258.69     72.03    393.48      0.3455617726     43.0832061800      4.58
2011-06-20T16:08:39Z    288.55     60.20      1.02      3.55   1875.55    818.08    280.90      8.06    253.95      3.69    258.56     72.49    386.23      0.3456510603     43.0832099900      5.81
2011-06-20T16:08:41Z    288.49     59.82      0.94      3.78   1888.73    816.81    280.75      7.99    256.07      3.89    257.88     72.88    381.24      0.3457225263     43.0831794700      6.59
2011-06-20T16:08:43Z    288.35     58.60      0.84      4.00   1897.37    815.98    280.31      7.76    258.10      4.09    258.38     73.29    374.09      0.3458002508     43.0832214400      4.32
2011-06-20T16:08:45Z    288.32     58.17      0.74      4.21   1904.84    815.26    280.19      7.70    260.08      4.27    258.70     73.87    362.53      0.3459343612     43.0832595800      3.74
2011-06-20T16:08:47Z    288.26     57.99      0.62      4.41   1912.95    814.48    280.08      7.65    262.02      4.45    259.06     74.43    351.60      0.3460606337     43.0832977300      4.06
2011-06-20T16:08:49Z    288.28     57.53      0.50      4.61   1920.90    813.72    279.99      7.60    263.87      4.64    258.51     74.80    344.99      0.3461483121     43.0832824700      3.98
2011-06-20T16:08:51Z    288.21     57.19      0.37      4.83   1928.76    812.96    279.83      7.53    265.67      4.84    258.55     75.33    334.50      0.3462739885     43.0833015400      3.93
2011-06-20T16:08:53Z    288.16     57.53      0.23      5.04   1941.45    811.75    279.88      7.56    267.41      5.05    258.12     75.82    325.96      0.3463828862     43.0832939100      6.35
2011-06-20T16:08:55Z    287.98     57.76      0.09      5.26   1951.79    810.76    279.76      7.51    269.05      5.26    258.22     76.26    318.16      0.3464750946     43.0833168000      5.17
2011-06-20T16:08:57Z    287.86     57.73     -0.06      5.48   1958.92    810.07    279.64      7.46    270.64      5.48    258.47     76.72    308.69      0.3465857208     43.0833435100      3.57
2011-06-20T16:08:59Z    287.80     57.87     -0.21      5.69   1967.77    809.23    279.62      7.45    272.10      5.70    258.46     77.34    295.69      0.3467423320     43.0833663900      4.42
2011-06-20T16:09:01Z    287.66     58.23     -0.36      5.88   1980.09    808.05    279.58      7.45    273.46      5.89    257.64     77.99    282.63      0.3469095528     43.0833549500      6.16
2011-06-20T16:09:03Z    287.62     58.62     -0.50      6.05   1990.54    807.05    279.64      7.49    274.71      6.07    255.25     78.74    266.61      0.3471338451     43.0832901000      5.23
2011-06-20T16:09:05Z    287.66     57.80     -0.64      6.19   1998.11    806.33    279.47      7.40    275.86      6.23    253.67     79.39    252.38      0.3473258018     43.0832595800      3.78
2011-06-20T16:09:07Z    287.65     57.74     -0.77      6.31   2005.12    805.66    279.45      7.40    276.92      6.35    252.23     79.92    240.72      0.3474848866     43.0832366900      3.50
2011-06-20T16:09:09Z    287.80     57.56     -0.88      6.38   2011.66    805.04    279.54      7.45    277.88      6.44    250.55     80.50    227.60      0.3476644158     43.0832176200      3.27
