                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-07-05T19:03:01Z    294.66     62.45     -3.02      2.60    648.89    941.33    287.22     10.74    319.35      3.99     73.36 -32768.00      8.89      0.3504045606     43.0839233400      0.00
2011-07-05T19:03:03Z    295.37     57.77     -3.34      2.88    661.45    939.97    286.69     10.37    319.14      4.41    120.51     30.39     17.81      0.3504884243     43.0838203400      6.28
2011-07-05T19:03:05Z    295.97     53.24     -3.63      3.16    675.36    938.47    286.00      9.91    318.93      4.82    122.55     37.14     32.16      0.3506328762     43.0837440500      6.95
2011-07-05T19:03:07Z    295.76     53.40     -3.91      3.43    689.16    936.98    285.85      9.84    318.71      5.20    125.61     43.57     40.12      0.3507005572     43.0836906400      6.90
2011-07-05T19:03:09Z    295.67     52.81     -4.03      3.56    703.35    935.46    285.60      9.69    318.58      5.38    128.59     48.99     45.52      0.3507369161     43.0836448700      7.10
2011-07-05T19:03:11Z    295.57     52.72     -4.03      3.56    715.61    934.14    285.48      9.63    318.58      5.38    128.59     54.83     45.52      0.3507369161     43.0836448700      6.13
2011-07-05T19:03:13Z    295.61     49.91     -4.68      4.24    728.43    932.76    284.69      9.14    317.86      6.31    112.57     40.02     92.21      0.3513455689     43.0835800200      6.41
2011-07-05T19:03:15Z    295.58     46.48     -4.77      4.33    740.22    931.50    283.59      8.50    317.74      6.44    119.82     42.17     98.50      0.3513495326     43.0834579500      5.89
2011-07-05T19:03:17Z    295.38     50.11     -4.85      4.43    754.02    930.02    284.53      9.08    317.62      6.57    122.34     45.16    102.46      0.3513631523     43.0834083600      6.90
2011-07-05T19:03:19Z    295.29     50.59     -5.06      4.66    764.52    928.90    284.60      9.13    317.35      6.88    139.86     40.58    132.52      0.3513491452     43.0829887400      5.25
2011-07-05T19:03:21Z    295.16     50.34     -5.19      4.79    776.40    927.63    284.40      9.02    317.26      7.06    140.14     40.47    146.97      0.3514567018     43.0828857400      5.94
2011-07-05T19:03:23Z    295.05     51.28     -5.29      4.90    788.76    926.31    284.57      9.14    317.23      7.21    141.11     40.03    164.01      0.3515645564     43.0827522300      6.18
2011-07-05T19:03:25Z    294.96     51.12     -5.38      4.98    800.76    925.03    284.44      9.08    317.26      7.33    142.05     40.59    174.79      0.3516200185     43.0826606800      6.00
2011-07-05T19:03:27Z    294.81     51.34     -5.47      5.03    813.75    923.65    284.37      9.05    317.40      7.43    139.29     41.94    181.13      0.3517508209     43.0826644900      6.50
2011-07-05T19:03:29Z    294.77     48.61     -5.54      5.05    826.37    922.31    283.52      8.55    317.64      7.50    140.12     40.85    202.81      0.3518970013     43.0825004600      6.31
2011-07-05T19:03:31Z    294.64     48.71     -5.59      5.05    840.08    920.85    283.43      8.52    317.92      7.54    139.08     40.47    221.63      0.3520827591     43.0823936500      6.85
2011-07-05T19:03:33Z    294.59     46.99     -5.64      5.03    852.73    919.51    282.85      8.20    318.26      7.55    138.75     40.95    232.48      0.3521825373     43.0823249800      6.32
2011-07-05T19:03:35Z    294.47     48.69     -5.67      4.98    864.50    918.26    283.27      8.45    318.68      7.55    136.98     40.37    251.16      0.3524042666     43.0822486900      5.89
2011-07-05T19:03:37Z    294.36     47.37     -5.68      4.92    877.33    916.90    282.76      8.18    319.11      7.51    137.69     40.60    264.08      0.3524828553     43.0821418800      6.42
2011-07-05T19:03:39Z    294.17     49.73     -5.67      4.84    889.30    915.63    283.31      8.51    319.54      7.46    138.02     41.03    273.79      0.3525488079     43.0820694000      5.99
2011-07-05T19:03:41Z    294.09     48.47     -5.65      4.76    901.42    914.35    282.86      8.26    319.91      7.39    137.35     41.04    287.66      0.3526934385     43.0819969200      6.06
2011-07-05T19:03:43Z    294.01     47.86     -5.61      4.67    912.37    913.20    282.59      8.13    320.21      7.30    134.24     41.21    298.45      0.3529256880     43.0820274400      5.48
2011-07-05T19:03:45Z    293.91     48.70     -5.55      4.60    923.54    912.02    282.76      8.23    320.36      7.20    135.49     40.55    318.48      0.3530417383     43.0818557700      5.59
2011-07-05T19:03:47Z    293.77     49.26     -5.47      4.53    938.22    910.47    282.80      8.27    320.38      7.10    136.41     40.34    338.14      0.3531629443     43.0816955600      7.34
2011-07-05T19:03:49Z    293.64     50.92     -5.37      4.48    951.57    909.06    283.17      8.50    320.20      6.99    135.79     40.68    349.73      0.3532944322     43.0816421500      6.68
2011-07-05T19:03:51Z    293.51     51.58     -5.25      4.45    962.61    907.90    283.25      8.56    319.74      6.89    137.00     40.75    361.59      0.3533284664     43.0815200800      5.52
2011-07-05T19:03:53Z    293.45     51.49     -5.13      4.44    972.90    906.82    283.16      8.52    319.10      6.78    137.96     40.92    371.33      0.3533537090     43.0814170800      5.14
2011-07-05T19:03:55Z    293.34     51.62     -4.98      4.45    985.82    905.47    283.10      8.50    318.21      6.69    140.12     41.25    381.80      0.3533057868     43.0812606800      6.46
2011-07-05T19:03:57Z    293.23     52.04     -4.83      4.49    998.49    904.14    283.12      8.52    317.06      6.59    139.67     41.34    394.99      0.3534392715     43.0811882000      6.33
2011-07-05T19:03:59Z    293.14     52.54     -4.66      4.54   1010.98    902.83    283.18      8.57    315.77      6.50    139.47     41.53    406.43      0.3535434306     43.0811195400      6.25
2011-07-05T19:04:01Z    292.99     52.93     -4.48      4.59   1022.38    901.64    283.15      8.56    314.30      6.42    139.38     41.61    418.20      0.3536435664     43.0810432400      5.70
2011-07-05T19:04:03Z    292.90     53.32     -4.30      4.65   1034.35    900.38    283.17      8.59    312.77      6.33    138.68     41.56    432.39      0.3538055420     43.0809783900      5.98
2011-07-05T19:04:05Z    292.88     53.95     -4.11      4.71   1048.20    898.94    283.33      8.69    311.14      6.25    138.44     41.67    446.26      0.3539353013     43.0808944700      6.93
2011-07-05T19:04:07Z    292.81     55.35     -3.92      4.76   1061.93    897.51    283.65      8.90    309.52      6.16    138.59     41.79    459.80      0.3540349901     43.0807952900      6.87
2011-07-05T19:04:09Z    292.66     55.56     -3.72      4.78   1074.66    896.18    283.56      8.86    307.90      6.06    138.15     41.86    472.76      0.3541735113     43.0807304400      6.37
2011-07-05T19:04:11Z    292.57     56.04     -3.53      4.80   1084.56    895.15    283.61      8.89    306.29      5.96    138.49     41.74    485.98      0.3542549610     43.0806236300      4.95
2011-07-05T19:04:13Z    292.48     57.13     -3.32      4.80   1097.90    893.77    283.81      9.03    304.70      5.84    137.66     41.83    499.25      0.3544289470     43.0805778500      6.67
2011-07-05T19:04:15Z    292.33     58.03     -3.11      4.78   1112.43    892.26    283.91      9.10    303.07      5.71    137.10     41.86    514.99      0.3546051681     43.0805053700      7.26
2011-07-05T19:04:17Z    292.24     58.42     -2.91      4.76   1122.51    891.22    283.92      9.12    301.43      5.58    135.77     42.15    520.82      0.3547610641     43.0805397000      5.04
2011-07-05T19:04:19Z    292.17     58.96     -2.71      4.73   1135.68    889.85    284.00      9.18    299.81      5.45    136.04     42.53    528.31      0.3548033834     43.0804786700      6.59
2011-07-05T19:04:21Z    292.07     59.67     -2.51      4.69   1146.97    888.68    284.08      9.24    298.09      5.32    136.06     42.51    541.06      0.3549102843     43.0803947400      5.64
2011-07-05T19:04:23Z    291.98     59.95     -2.31      4.67   1160.26    887.31    284.06      9.24    296.34      5.21    135.33     42.81    549.74      0.3550455570     43.0803794900      6.64
2011-07-05T19:04:25Z    291.80     60.31     -2.13      4.65   1172.43    886.05    283.99      9.21    294.58      5.12    135.59     43.14    556.33      0.3550801873     43.0803222700      6.09
2011-07-05T19:04:27Z    291.70     60.60     -1.96      4.65   1184.28    884.83    283.97      9.20    292.88      5.05    136.08     43.28    566.25      0.3551235199     43.0802269000      5.92
2011-07-05T19:04:29Z    291.60     61.07     -1.82      4.67   1196.62    883.56    283.98      9.23    291.30      5.01    135.65     43.35    577.91      0.3552611768     43.0801811200      6.17
