                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-06-26T14:08:10Z    306.04     29.14     -0.65     -2.14    645.73    946.46    285.80      9.68     73.15      2.23     16.66 -32768.00      9.18      0.3503323197     43.0839805600      0.00
2011-06-26T14:08:12Z    305.32     28.16     -0.74     -2.47    655.67    945.41    284.66      8.99     73.30      2.57    326.49     40.61      5.44      0.3502630889     43.0839424100      4.97
2011-06-26T14:08:14Z    304.58     28.91     -0.81     -2.79    670.09    943.89    284.43      8.87     73.79      2.91    268.43     52.19     14.81      0.3501181304     43.0838966400      7.21
2011-06-26T14:08:16Z    303.87     27.82     -0.86     -3.10    684.75    942.35    283.24      8.21     74.49      3.22    285.60     55.00     23.63      0.3500205278     43.0839576700      7.33
2011-06-26T14:08:18Z    303.93     27.89     -0.88     -3.39    697.94    940.96    283.34      8.28     75.40      3.50    274.14     60.77     26.26      0.3499783278     43.0839157100      6.60
2011-06-26T14:08:20Z    303.52     28.95     -0.86     -3.64    709.72    939.72    283.54      8.41     76.64      3.74    249.27     54.97     41.16      0.3498272300     43.0837707500      5.89
2011-06-26T14:08:22Z    303.51     29.30     -0.80     -3.84    720.39    938.60    283.71      8.52     78.19      3.93    251.81     54.07     50.29      0.3497132361     43.0837593100      5.33
2011-06-26T14:08:24Z    303.17     27.89     -0.71     -3.99    735.42    937.02    282.68      7.97     79.98      4.06    217.51     42.69     91.54      0.3496154547     43.0832481400      7.52
2011-06-26T14:08:26Z    303.13     28.25     -0.57     -4.09    747.05    935.80    282.84      8.06     82.03      4.13    222.31     42.27    105.69      0.3494263589     43.0831947300      5.81
2011-06-26T14:08:28Z    302.99     28.01     -0.41     -4.14    759.89    934.45    282.59      7.94     84.41      4.16    237.58     49.96     91.51      0.3493513167     43.0834579500      6.42
2011-06-26T14:08:30Z    302.77     28.62     -0.31     -4.15    771.77    933.20    282.73      8.02     85.72      4.16    240.87     53.26     90.15      0.3493330479     43.0835037200      5.94
2011-06-26T14:08:32Z    302.67     29.03     -0.00     -4.11    790.41    931.25    282.85      8.10     89.98      4.11    230.32     50.42    115.24      0.3492108285     43.0832366900      9.32
2011-06-26T14:08:34Z    302.54     29.57     -0.00     -4.11    804.97    929.73    283.01      8.20     89.98      4.11    230.32     53.19    115.24      0.3492108285     43.0832366900      7.28
2011-06-26T14:08:36Z    302.48     32.07      0.42     -3.94    820.03    928.16    284.17      8.89     96.05      3.96    259.96     54.34    121.27      0.3488335609     43.0837097200      7.53
2011-06-26T14:08:38Z    302.34     33.13      0.61     -3.84    835.98    926.50    284.54      9.12     99.07      3.89    265.31     55.57    126.82      0.3487477601     43.0838050800      7.98
2011-06-26T14:08:40Z    302.20     33.89      0.79     -3.73    852.15    924.81    284.76      9.28    101.91      3.81    267.84     57.00    130.63      0.3486969471     43.0838546800      8.08
2011-06-26T14:08:42Z    302.06     33.42      0.93     -3.62    867.80    923.19    284.43      9.08    104.35      3.74    267.51     57.43    138.49      0.3486009240     43.0838470500      7.82
2011-06-26T14:08:44Z    301.82     33.72      1.03     -3.53    884.08    921.50    284.36      9.05    106.32      3.67    270.36     57.76    146.98      0.3484950662     43.0839080800      8.14
2011-06-26T14:08:46Z    301.62     33.74      1.10     -3.44    898.35    920.02    284.19      8.96    107.70      3.62    273.07     58.69    150.45      0.3484551013     43.0839729300      7.14
2011-06-26T14:08:48Z    301.68     34.28      1.13     -3.38    914.32    918.37    284.48      9.16    108.51      3.57    273.12     60.35    149.91      0.3484617770     43.0839729300      7.98
2011-06-26T14:08:50Z    301.56     33.33      1.13     -3.34    927.95    916.96    283.95      8.85    108.64      3.53    270.88     59.90    160.54      0.3483287096     43.0839233400      6.82
2011-06-26T14:08:52Z    301.25     35.07      1.10     -3.33    943.76    915.32    284.45      9.16    108.28      3.50    272.48     59.88    169.81      0.3482165635     43.0839653000      7.91
2011-06-26T14:08:54Z    301.09     35.31      1.04     -3.33    956.10    914.05    284.41      9.15    107.31      3.49    273.50     60.63    171.71      0.3481953144     43.0839958200      6.17
2011-06-26T14:08:56Z    301.16     34.94      0.95     -3.36    971.57    912.46    284.31      9.11    105.82      3.49    274.54     61.34    175.19      0.3481552899     43.0840263400      7.74
2011-06-26T14:08:58Z    300.91     35.49      0.85     -3.42    985.45    911.03    284.33      9.13    103.97      3.52    272.85     60.79    187.01      0.3480062783     43.0839843800      6.94
2011-06-26T14:09:00Z    300.79     35.67      0.74     -3.50   1000.88    909.44    284.30      9.13    101.91      3.57    275.55     60.55    197.55      0.3478853106     43.0840721100      7.71
2011-06-26T14:09:02Z    300.57     34.94      0.62     -3.59   1012.46    908.25    283.78      8.83     99.75      3.65    276.97     60.66    203.14      0.3478238285     43.0841217000      5.79
2011-06-26T14:09:04Z    300.46     35.09      0.49     -3.71   1026.79    906.78    283.75      8.82     97.52      3.74    276.37     60.85    209.62      0.3477415740     43.0841102600      7.16
2011-06-26T14:09:06Z    300.26     35.00      0.36     -3.84   1038.56    905.58    283.54      8.71     95.36      3.85    276.72     61.12    213.75      0.3476930559     43.0841255200      5.88
2011-06-26T14:09:08Z    300.24     34.87      0.22     -3.98   1048.01    904.61    283.47      8.67     93.23      3.98    274.79     61.21    218.19      0.3476298153     43.0840644800      4.73
2011-06-26T14:09:10Z    300.02     35.39      0.09     -4.13   1058.48    903.54    283.50      8.70     91.30      4.13    275.35     60.33    232.17      0.3474612534     43.0840950000      5.24
2011-06-26T14:09:12Z    299.89     35.46     -0.03     -4.27   1069.18    902.44    283.41      8.66     89.57      4.27    276.01     60.39    237.67      0.3473973572     43.0841255200      5.35
2011-06-26T14:09:14Z    299.83     36.40     -0.15     -4.41   1078.43    901.50    283.75      8.86     88.08      4.41    274.80     60.59    240.98      0.3473510444     43.0840797400      4.62
2011-06-26T14:09:16Z    299.72     35.73     -0.25     -4.53   1089.63    900.35    283.38      8.66     86.78      4.54    274.64     60.03    252.94      0.3472039104     43.0840835600      5.60
2011-06-26T14:09:18Z    299.65     36.17     -0.35     -4.65   1099.22    899.38    283.50      8.74     85.67      4.66    274.09     59.22    266.99      0.3470295370     43.0840721100      4.79
2011-06-26T14:09:20Z    299.54     36.63     -0.42     -4.73   1107.56    898.52    283.59      8.80     84.88      4.75    275.12     58.51    279.66      0.3468793035     43.0841255200      4.17
2011-06-26T14:09:22Z    299.50     35.75     -0.48     -4.79   1115.15    897.75    283.19      8.57     84.21      4.81    275.65     57.50    295.67      0.3466866612     43.0841636700      3.80
2011-06-26T14:09:24Z    299.40     36.68     -0.53     -4.82   1124.44    896.81    283.49      8.75     83.71      4.84    274.27     56.99    307.53      0.3465338647     43.0841064500      4.64
2011-06-26T14:09:26Z    299.51     36.09     -0.56     -4.82   1132.51    895.99    283.33      8.67     83.35      4.85    273.17     56.83    314.68      0.3464415371     43.0840568500      4.03
2011-06-26T14:09:28Z    299.23     37.44     -0.57     -4.79   1141.45    895.08    283.64      8.86     83.19      4.83    272.19     56.86    320.26      0.3463698924     43.0840110800      4.47
2011-06-26T14:09:30Z    299.08     37.45     -0.57     -4.73   1151.89    894.02    283.51      8.80     83.10      4.77    271.01     56.37    333.11      0.3462098539     43.0839538600      5.22
2011-06-26T14:09:32Z    299.12     37.82     -0.57     -4.65   1161.89    893.00    283.69      8.91     83.00      4.69    271.41     56.06    343.83      0.3460788727     43.0839767500      5.00
2011-06-26T14:09:34Z    298.92     38.39     -0.57     -4.56   1173.13    891.86    283.73      8.95     82.93      4.60    271.98     56.12    350.57      0.3459973633     43.0840072600      5.62
2011-06-26T14:09:36Z    298.73     38.67     -0.56     -4.46   1184.61    890.70    283.68      8.93     82.87      4.50    271.75     56.04    359.42      0.3458882570     43.0839996300      5.74
2011-06-26T14:09:38Z    298.69     38.43     -0.56     -4.36   1192.00    889.95    283.55      8.86     82.72      4.39    271.44     55.42    372.93      0.3457216322     43.0839843800      3.70
2011-06-26T14:09:40Z    298.62     38.75     -0.57     -4.25   1201.27    889.01    283.61      8.91     82.39      4.29    271.24     55.10    383.90      0.3455866277     43.0839729300      4.63
2011-06-26T14:09:42Z    298.58     38.84     -0.59     -4.16   1213.92    887.73    283.61      8.92     81.92      4.20    271.95     55.15    391.99      0.3454889655     43.0840187100      6.33
2011-06-26T14:09:44Z    298.44     38.81     -0.63     -4.08   1223.17    886.80    283.48      8.85     81.26      4.13    271.27     55.47    393.61      0.3454674184     43.0839767500      4.62
2011-06-26T14:09:46Z    298.48     38.50     -0.67     -4.02   1233.18    885.79    283.38      8.80     80.47      4.07    270.99     55.58    398.91      0.3454019427     43.0839614900      5.00
2011-06-26T14:09:48Z    298.34     39.00     -0.74     -3.96   1243.89    884.71    283.46      8.86     79.46      4.03    270.95     55.43    408.59      0.3452830017     43.0839614900      5.36
2011-06-26T14:09:50Z    298.25     38.60     -0.82     -3.92   1253.30    883.76    283.22      8.73     78.18      4.00    270.98     55.35    416.22      0.3451893926     43.0839653000      4.70
2011-06-26T14:09:52Z    298.26     37.88     -0.91     -3.89   1266.05    882.48    282.95      8.58     76.76      3.99    270.79     55.92    416.04      0.3451912999     43.0839500400      6.38
2011-06-26T14:09:54Z    297.97     39.01     -1.02     -3.86   1278.44    881.23    283.13      8.70     75.27      3.99    270.00     55.88    425.10      0.3450795710     43.0839004500      6.20
2011-06-26T14:09:56Z    297.87     39.36     -1.12     -3.84   1289.09    880.16    283.17      8.73     73.69      4.00    269.65     55.58    437.20      0.3449310362     43.0838775600      5.32
2011-06-26T14:09:58Z    297.86     39.34     -1.24     -3.82   1299.63    879.10    283.16      8.74     71.99      4.02    269.46     55.33    448.65      0.3447905779     43.0838623000      5.27
