                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-07-02T16:59:55Z    297.99     37.29     -0.89      0.25    653.38    937.45    282.48      7.82    344.40      0.92     26.32     30.17      4.10      0.3503223062     43.0839347800      0.00
2011-07-02T16:59:57Z    297.38     31.50     -1.01      0.25    669.40    935.73    279.47      6.36    346.08      1.04    143.02     79.95      3.26      0.3503240943     43.0838775600      8.01
2011-07-02T16:59:59Z    297.25     33.77     -1.14      0.24    686.84    933.87    280.37      6.79    348.11      1.17    153.40     68.39     14.20      0.3503780961     43.0837860100      8.72
2011-07-02T17:00:01Z    296.85     34.48     -1.27      0.21    702.52    932.19    280.31      6.78    350.68      1.29    140.16     72.39     16.35      0.3504286706     43.0837860100      7.84
2011-07-02T17:00:03Z    296.82     35.36     -1.40      0.16    717.06    930.64    280.66      6.95    353.60      1.41    144.86     70.78     23.02      0.3504627347     43.0837287900      7.27
2011-07-02T17:00:05Z    296.72     35.83     -1.53      0.09    731.95    929.05    280.77      7.02    356.79      1.53    144.77     75.72     20.60      0.3504459262     43.0837478600      7.45
2011-07-02T17:00:07Z    296.52     36.03     -1.67      0.00    747.65    927.38    280.67      6.98    359.96      1.67    147.21     79.82     17.35      0.3504153788     43.0837669400      7.85
2011-07-02T17:00:09Z    296.34     36.14     -1.81     -0.10    764.92    925.54    280.56      6.94      3.27      1.81    161.08     78.26     23.68      0.3503942490     43.0836982700      8.63
2011-07-02T17:00:11Z    296.14     37.36     -1.96     -0.22    782.91    923.63    280.86      7.11      6.45      1.97    151.20     75.36     34.45      0.3505038321     43.0836296100      9.00
2011-07-02T17:00:13Z    295.89     37.81     -2.12     -0.35    797.51    922.08    280.81      7.10      9.29      2.15    143.55     75.83     37.00      0.3505699337     43.0836334200      7.30
2011-07-02T17:00:15Z    295.71     38.41     -2.28     -0.47    813.42    920.40    280.89      7.15     11.72      2.33    150.37     78.69     32.48      0.3504972160     43.0836448700      7.96
2011-07-02T17:00:17Z    295.68     38.95     -2.45     -0.60    829.06    918.74    281.07      7.25     13.83      2.52    163.44     77.27     40.24      0.3504408300     43.0835533100      7.82
2011-07-02T17:00:19Z    295.38     39.52     -2.62     -0.73    844.16    917.15    281.01      7.24     15.47      2.72    173.74     76.60     46.01      0.3503616452     43.0834884600      7.55
2011-07-02T17:00:21Z    295.35     39.68     -2.79     -0.84    857.71    915.72    281.04      7.27     16.69      2.91    177.75     76.87     48.20      0.3503232598     43.0834655800      6.77
2011-07-02T17:00:23Z    295.16     40.11     -2.94     -0.93    870.03    914.42    281.02      7.27     17.55      3.09    180.16     77.22     49.67      0.3502983153     43.0834541300      6.16
2011-07-02T17:00:25Z    295.11     40.99     -3.07     -1.01    886.07    912.73    281.30      7.43     18.16      3.23    184.93     77.18     53.49      0.3502435088     43.0834198000      8.02
2011-07-02T17:00:27Z    294.97     41.50     -3.17     -1.06    904.12    910.83    281.36      7.47     18.55      3.35    181.11     75.80     64.04      0.3502847850     43.0833244300      9.02
2011-07-02T17:00:29Z    294.84     41.78     -3.24     -1.10    917.33    909.45    281.35      7.48     18.77      3.42    180.32     75.36     69.55      0.3502952456     43.0832748400      6.61
2011-07-02T17:00:31Z    294.70     41.21     -3.27     -1.11    936.05    907.49    281.01      7.33     18.78      3.45    181.38     73.31     85.49      0.3502747715     43.0831298800      9.36
2011-07-02T17:00:33Z    294.64     42.17     -3.27     -1.11    952.00    905.82    281.30      7.49     18.71      3.45    184.97     74.01     86.25      0.3502082229     43.0831260700      7.97
2011-07-02T17:00:35Z    294.35     41.48     -3.23     -1.08    966.52    904.30    280.80      7.25     18.55      3.40    191.60     73.57     93.04      0.3500703275     43.0830802900      7.26
2011-07-02T17:00:37Z    294.08     41.20     -3.16     -1.05    982.33    902.65    280.45      7.10     18.39      3.33    190.19     73.01    101.22      0.3500799835     43.0830040000      7.90
2011-07-02T17:00:39Z    294.01     42.19     -3.06     -1.01    996.06    901.21    280.74      7.25     18.31      3.22    188.33     71.64    114.52      0.3500961959     43.0828819300      6.87
2011-07-02T17:00:41Z    293.82     42.45     -2.95     -0.98   1009.62    899.80    280.65      7.22     18.39      3.11    191.54     71.16    122.38      0.3499992788     43.0828208900      6.78
2011-07-02T17:00:43Z    293.75     43.81     -2.84     -0.95   1023.19    898.39    281.05      7.44     18.53      3.00    192.78     72.07    120.43      0.3499729335     43.0828437800      6.79
2011-07-02T17:00:45Z    293.66     42.72     -2.74     -0.94   1037.11    896.94    280.60      7.22     18.91      2.89    193.98     72.21    123.93      0.3499324024     43.0828170800      6.96
2011-07-02T17:00:47Z    293.41     42.78     -2.64     -0.93   1052.04    895.39    280.39      7.13     19.47      2.80    190.39     72.71    124.86      0.3500233889     43.0827941900      7.47
2011-07-02T17:00:49Z    293.29     43.04     -2.57     -0.95   1069.22    893.61    280.38      7.14     20.29      2.73    192.82     73.27    125.75      0.3499574661     43.0827980000      8.59
2011-07-02T17:00:51Z    293.03     43.65     -2.50     -0.98   1084.46    892.03    280.35      7.14     21.42      2.69    191.53     72.45    137.07      0.3499636054     43.0826911900      7.62
2011-07-02T17:00:53Z    292.97     44.76     -2.47     -1.03   1097.13    890.72    280.65      7.31     22.71      2.67    189.33     72.34    142.07      0.3500172198     43.0826377900      6.34
2011-07-02T17:00:55Z    292.75     45.14     -2.44     -1.10   1112.49    889.13    280.58      7.28     24.30      2.68    190.61     72.92    141.83      0.3499794304     43.0826454200      7.68
2011-07-02T17:00:57Z    292.69     45.20     -2.42     -1.18   1124.75    887.87    280.54      7.27     25.97      2.69    191.83     73.07    144.21      0.3499368429     43.0826301600      6.13
2011-07-02T17:00:59Z    292.56     45.65     -2.40     -1.26   1138.36    886.46    280.57      7.29     27.71      2.71    194.12     72.90    149.90      0.3498510122     43.0825920100      6.80
2011-07-02T17:01:01Z    292.47     45.12     -2.38     -1.34   1152.30    885.03    280.31      7.17     29.45      2.73    193.47     72.33    159.74      0.3498431444     43.0825004600      6.97
2011-07-02T17:01:03Z    292.24     46.00     -2.34     -1.42   1163.27    883.90    280.39      7.22     31.14      2.74    193.76     71.92    167.20      0.3498114347     43.0824394200      5.49
2011-07-02T17:01:05Z    292.14     46.48     -2.29     -1.48   1177.89    882.40    280.45      7.26     32.75      2.73    193.65     71.63    174.92      0.3497931361     43.0823707600      7.31
2011-07-02T17:01:07Z    292.07     46.37     -2.24     -1.52   1189.65    881.19    280.35      7.22     34.25      2.71    194.93     71.13    184.13      0.3497175574     43.0822982800      5.88
2011-07-02T17:01:09Z    291.96     46.95     -2.16     -1.55   1206.25    879.49    280.43      7.27     35.61      2.66    196.49     70.87    192.55      0.3496288955     43.0822372400      8.30
2011-07-02T17:01:11Z    291.78     47.05     -2.08     -1.55   1217.01    878.38    280.30      7.21     36.74      2.60    197.77     71.42    190.22      0.3495872021     43.0822677600      5.38
2011-07-02T17:01:13Z    291.62     47.01     -2.00     -1.52   1230.72    876.98    280.14      7.14     37.27      2.52    198.74     70.57    204.54      0.3494930863     43.0821571400      6.86
2011-07-02T17:01:15Z    291.50     47.44     -1.93     -1.47   1244.45    875.58    280.17      7.17     37.29      2.43    197.22     71.00    204.38      0.3495571911     43.0821418800      6.87
2011-07-02T17:01:17Z    291.38     47.86     -1.87     -1.39   1258.57    874.14    280.18      7.18     36.55      2.33    198.22     71.17    207.24      0.3495045006     43.0821266200      7.06
2011-07-02T17:01:19Z    291.40     48.12     -1.83     -1.28   1271.45    872.82    280.28      7.25     34.82      2.23    199.38     71.49    207.69      0.3494539261     43.0821380600      6.44
2011-07-02T17:01:21Z    291.19     48.25     -1.82     -1.21   1280.96    871.85    280.13      7.17     33.53      2.19    200.01     71.79    207.27      0.3494289219     43.0821456900      4.75
2011-07-02T17:01:23Z    291.10     48.34     -1.82     -1.21   1294.67    870.46    280.07      7.16     33.53      2.19    200.01     72.15    207.27      0.3494289219     43.0821456900      6.86
2011-07-02T17:01:25Z    290.87     49.13     -1.86     -0.79   1306.93    869.21    280.10      7.18     22.94      2.02    201.34     71.31    221.83      0.3493086398     43.0820388800      6.13
2011-07-02T17:01:27Z    290.87     49.40     -1.90     -0.58   1319.75    867.91    280.17      7.23     17.12      1.99    202.98     71.38    225.30      0.3492199779     43.0820312500      6.41
2011-07-02T17:01:29Z    290.79     49.14     -1.94     -0.37   1329.92    866.88    280.02      7.16     10.84      1.98    202.69     71.92    221.66      0.3492497802     43.0820579500      5.09
2011-07-02T17:01:31Z    290.69     49.53     -1.97     -0.16   1341.22    865.73    280.04      7.18      4.73      1.98    201.18     71.75    227.53      0.3492903411     43.0819892900      5.65
2011-07-02T17:01:33Z    290.55     49.45     -1.98      0.04   1350.62    864.78    279.89      7.11    358.82      1.98    199.68     71.85    229.33      0.3493516147     43.0819549600      4.70
2011-07-02T17:01:35Z    290.54     49.93     -1.96      0.23   1361.12    863.72    280.02      7.19    353.35      1.97    200.43     71.61    236.06      0.3492883742     43.0819091800      5.25
2011-07-02T17:01:37Z    290.37     50.02     -1.90      0.39   1371.79    862.64    279.89      7.13    348.32      1.94    198.57     71.11    246.65      0.3493354023     43.0817947400      5.34
2011-07-02T17:01:39Z    290.21     50.50     -1.79      0.53   1381.34    861.67    279.89      7.13    343.58      1.86    198.66     70.81    254.17      0.3493012786     43.0817337000      4.77
2011-07-02T17:01:41Z    290.18     50.04     -1.63      0.63   1394.20    860.38    279.73      7.07    339.00      1.74    197.90     70.77    259.25      0.3493214846     43.0816803000      6.43
2011-07-02T17:01:43Z    290.20     50.50     -1.42      0.69   1402.57    859.53    279.88      7.15    334.01      1.58    196.65     70.97    259.25      0.3493875861     43.0816650400      4.18
2011-07-02T17:01:45Z    289.96     51.26     -1.17      0.72   1414.72    858.31    279.88      7.15    328.28      1.38    195.56     71.22    259.70      0.3494443893     43.0816497800      6.08
2011-07-02T17:01:47Z    289.94     51.23     -0.89      0.73   1425.96    857.18    279.84      7.15    320.49      1.15    192.21     69.32    292.51      0.3495401442     43.0813255300      5.62
2011-07-02T17:01:49Z    289.88     51.75     -0.59      0.72   1439.99    855.77    279.93      7.20    309.33      0.94    190.91     69.47    295.53      0.3496133685     43.0812873800      7.01
2011-07-02T17:01:51Z    289.82     52.07     -0.29      0.72   1449.22    854.84    279.97      7.23    292.01      0.78    189.27     69.59    297.08      0.3497121930     43.0812606800      4.62
2011-07-02T17:01:53Z    289.76     52.22      0.00      0.73   1464.24    853.34    279.95      7.23    269.76      0.73    190.27     70.17    293.19      0.3496581316     43.0813026400      7.51
2011-07-02T17:01:55Z    289.77     52.09      0.28      0.75   1475.88    852.17    279.93      7.23    249.77      0.80    191.52     71.00    284.07      0.3496031165     43.0813942000      5.82
2011-07-02T17:01:57Z    289.68     52.21      0.51      0.80   1485.89    851.17    279.88      7.21    237.41      0.95    192.09     71.00    287.40      0.3495607674     43.0813713100      5.00
