                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-06-15T19:07:12Z    293.96     77.18     -1.67      1.01    650.86    944.32    289.83     12.73    328.81      1.95    109.60      0.00     23.04      0.3497595787     43.0847320600      0.00
2011-06-15T19:07:14Z    293.76     78.16     -1.92      1.13    659.82    943.34    289.83     12.75    329.54      2.22    114.49     17.86     27.37      0.3497989178     43.0846977200      4.48
2011-06-15T19:07:16Z    293.75     79.08     -2.16      1.24    669.83    942.25    290.01     12.91    330.13      2.49    124.33     30.87     31.50      0.3498124480     43.0846405000      5.00
2011-06-15T19:07:18Z    293.72     79.40     -2.40      1.36    682.47    940.88    290.04     12.96    330.54      2.76    129.34     42.12     34.80      0.3498235643     43.0846023600      6.32
2011-06-15T19:07:20Z    293.73     79.55     -2.63      1.47    693.25    939.71    290.08     13.01    330.87      3.02    133.45     46.31     40.37      0.3498529196     43.0845489500      5.39
2011-06-15T19:07:22Z    293.64     79.64     -2.85      1.57    704.48    938.49    290.01     12.97    331.14      3.25    141.64     50.21     44.55      0.3498325348     43.0844841000      5.61
2011-06-15T19:07:24Z    293.56     80.11     -3.05      1.66    715.58    937.29    290.03     13.00    331.38      3.47    142.81     50.36     53.49      0.3498900533     43.0844154400      5.55
2011-06-15T19:07:26Z    293.42     80.54     -3.05      1.66    730.49    935.67    289.98     12.98    331.38      3.47    142.81     56.06     53.49      0.3498900533     43.0844154400      7.46
2011-06-15T19:07:28Z    293.31     80.81     -3.37      1.82    744.94    934.12    289.93     12.97    331.70      3.83    145.60     53.16     70.37      0.3499811888     43.0842781100      7.23
2011-06-15T19:07:30Z    293.22     81.05     -3.50      1.87    756.55    932.86    289.88     12.95    331.88      3.97    143.47     51.18     84.93      0.3501138687     43.0841865500      5.81
2011-06-15T19:07:32Z    293.13     81.53     -3.61      1.91    764.06    932.05    289.88     12.96    332.12      4.08    141.41     51.90     88.66      0.3501721323     43.0841751100      3.75
2011-06-15T19:07:34Z    293.00     82.19     -3.70      1.93    775.85    930.78    289.89     12.98    332.37      4.17    141.49     53.44     92.57      0.3502008617     43.0841484100      5.89
2011-06-15T19:07:36Z    292.89     82.67     -3.77      1.94    785.32    929.76    289.87     12.98    332.74      4.24    143.90     53.87     98.04      0.3502023816     43.0840873700      4.74
2011-06-15T19:07:38Z    292.94     82.08     -3.84      1.94    794.40    928.79    289.81     12.94    333.17      4.30    146.82     52.60    109.64      0.3502297401     43.0839729300      4.54
2011-06-15T19:07:40Z    292.83     82.30     -3.89      1.93    803.14    927.85    289.74     12.89    333.59      4.34    148.66     51.75    119.96      0.3502591550     43.0838775600      4.37
2011-06-15T19:07:42Z    292.73     82.66     -3.93      1.91    812.77    926.81    289.71     12.88    334.07      4.37    148.49     51.11    130.49      0.3503304720     43.0837974500      4.81
2011-06-15T19:07:44Z    292.66     82.94     -3.97      1.88    823.63    925.65    289.70     12.89    334.61      4.40    146.24     51.14    139.07      0.3504420817     43.0837593100      5.43
2011-06-15T19:07:46Z    292.56     83.17     -4.00      1.86    834.61    924.47    289.64     12.85    335.10      4.41    145.81     50.90    149.22      0.3505228162     43.0836906400      5.49
2011-06-15T19:07:48Z    292.45     83.47     -4.02      1.83    843.09    923.57    289.60     12.82    335.52      4.42    146.25     51.67    151.88      0.3505292237     43.0836639400      4.24
2011-06-15T19:07:50Z    292.36     83.70     -4.03      1.80    853.47    922.45    289.55     12.80    335.89      4.42    144.95     52.55    155.05      0.3505863845     43.0836563100      5.19
2011-06-15T19:07:52Z    292.28     84.01     -4.02      1.77    864.39    921.29    289.52     12.79    336.24      4.40    146.63     52.27    165.11      0.3506084085     43.0835571300      5.46
2011-06-15T19:07:54Z    292.18     84.33     -4.00      1.74    875.02    920.15    289.49     12.77    336.43      4.36    148.79     52.55    171.56      0.3505846560     43.0834808300      5.32
2011-06-15T19:07:56Z    292.07     84.49     -3.94      1.72    886.14    918.96    289.41     12.73    336.45      4.30    149.56     52.35    181.41      0.3506215811     43.0833931000      5.56
2011-06-15T19:07:58Z    292.00     84.93     -3.88      1.69    894.84    918.04    289.42     12.75    336.47      4.23    149.78     51.32    195.22      0.3506996930     43.0832824700      4.35
2011-06-15T19:08:00Z    291.95     85.05     -3.79      1.66    903.07    917.16    289.39     12.73    336.32      4.14    149.98     50.23    209.80      0.3507819772     43.0831642200      4.12
2011-06-15T19:08:02Z    291.86     84.90     -3.79      1.66    913.83    916.01    289.28     12.65    336.32      4.14    149.98     51.40    209.80      0.3507819772     43.0831642200      5.38
2011-06-15T19:08:04Z    291.81     84.85     -3.79      1.66    925.40    914.78    289.22     12.62    336.32      4.14    149.98     52.60    209.80      0.3507819772     43.0831642200      5.78
2011-06-15T19:08:06Z    291.75     84.99     -3.79      1.66    933.76    913.90    289.19     12.61    336.32      4.14    149.98     53.43    209.80      0.3507819772     43.0831642200      4.18
2011-06-15T19:08:08Z    291.69     85.25     -3.30      1.55    942.10    913.01    289.18     12.61    334.83      3.65    147.43     52.01    227.38      0.3509962559     43.0830764800      4.17
2011-06-15T19:08:10Z    291.60     85.51     -3.17      1.52    951.18    912.05    289.14     12.59    334.34      3.52    147.39     51.83    235.97      0.3510546088     43.0830116300      4.54
2011-06-15T19:08:12Z    291.49     86.33     -3.05      1.49    962.36    910.86    289.18     12.63    333.92      3.40    146.67     51.96    243.60      0.3511365950     43.0829696700      5.59
2011-06-15T19:08:14Z    291.42     86.72     -2.95      1.46    971.13    909.93    289.18     12.65    333.62      3.29    146.03     52.61    244.65      0.3511716723     43.0829734800      4.39
2011-06-15T19:08:16Z    291.39     87.07     -2.87      1.43    978.59    909.14    289.21     12.68    333.50      3.20    146.92     52.65    249.99      0.3511685729     43.0829162600      3.73
2011-06-15T19:08:18Z    291.29     87.43     -2.81      1.40    986.85    908.27    289.18     12.67    333.56      3.13    146.14     52.15    260.94      0.3512782753     43.0828476000      4.13
2011-06-15T19:08:20Z    291.22     87.76     -2.77      1.36    995.19    907.39    289.17     12.67    333.83      3.09    144.90     52.42    264.89      0.3513633609     43.0828476000      4.17
2011-06-15T19:08:22Z    291.14     88.04     -2.75      1.32   1003.23    906.54    289.14     12.66    334.37      3.06    145.28     52.47    270.57      0.3513854742     43.0827980000      4.02
2011-06-15T19:08:24Z    291.10     88.45     -2.76      1.28   1012.09    905.61    289.17     12.69    335.15      3.04    144.10     52.51    277.02      0.3514876068     43.0827789300      4.43
2011-06-15T19:08:26Z    291.02     88.72     -2.78      1.23   1022.56    904.50    289.14     12.68    336.10      3.04    144.54     53.04    279.62      0.3514851332     43.0827484100      5.23
2011-06-15T19:08:28Z    290.91     89.33     -2.81      1.18   1034.91    903.20    289.13     12.70    337.17      3.05    144.26     53.23    286.84      0.3515503109     43.0827026400      6.18
2011-06-15T19:08:30Z    290.79     90.16     -2.85      1.13   1045.90    902.05    289.16     12.74    338.34      3.07    145.56     53.04    297.17      0.3515568376     43.0825958300      5.50
2011-06-15T19:08:32Z    290.73     90.59     -2.90      1.08   1051.81    901.42    289.18     12.76    339.54      3.09    146.18     52.80    304.27      0.3515728712     43.0825233500      2.95
2011-06-15T19:08:34Z    290.69     91.10     -2.93      1.03   1061.58    900.40    289.23     12.82    340.64      3.11    145.94     53.14    307.81      0.3516099751     43.0825042700      4.88
2011-06-15T19:08:36Z    290.59     91.58     -2.95      0.98   1073.76    899.12    289.21     12.82    341.63      3.11    146.63     53.37    314.32      0.3516161144     43.0824356100      6.09
2011-06-15T19:08:38Z    290.46     91.92     -2.96      0.93   1083.15    898.13    289.14     12.77    342.55      3.10    146.82     53.30    322.11      0.3516578078     43.0823745700      4.70
2011-06-15T19:08:40Z    290.41     92.36     -2.94      0.88   1092.81    897.12    289.17     12.81    343.37      3.07    147.39     53.24    330.08      0.3516775668     43.0822982800      4.83
2011-06-15T19:08:42Z    290.28     92.74     -2.91      0.83   1103.97    895.96    289.10     12.77    344.05      3.03    147.43     53.51    335.11      0.3517080843     43.0822563200      5.58
2011-06-15T19:08:44Z    290.17     93.44     -2.85      0.78   1114.85    894.82    289.11     12.79    344.63      2.96    147.44     53.54    342.78      0.3517583609     43.0821991000      5.44
2011-06-15T19:08:46Z    290.12     93.80     -2.78      0.73   1123.46    893.92    289.12     12.81    345.30      2.87    148.51     53.61    348.23      0.3517267108     43.0821266200      4.31
2011-06-15T19:08:48Z    290.00     94.25     -2.69      0.68   1133.08    892.91    289.07     12.78    345.85      2.77    148.93     53.95    350.86      0.3517167866     43.0820961000      4.81
2011-06-15T19:08:50Z    289.95     94.59     -2.57      0.62   1144.24    891.75    289.08     12.81    346.42      2.65    148.70     54.11    356.89      0.3517696559     43.0820541400      5.58
2011-06-15T19:08:52Z    289.83     95.54     -2.46      0.55   1154.96    890.63    289.12     12.85    347.27      2.52    148.70     53.90    367.46      0.3518371284     43.0819740300      5.36
2011-06-15T19:08:54Z    289.75     95.90     -2.34      0.49   1162.83    889.81    289.10     12.85    348.27      2.39    148.86     53.93    372.75      0.3518598080     43.0819282500      3.93
2011-06-15T19:08:56Z    289.68     96.07     -2.22      0.41   1172.34    888.82    289.05     12.83    349.51      2.26    148.50     54.14    376.82      0.3519107103     43.0819091800      4.75
2011-06-15T19:08:58Z    289.64     96.05     -2.11      0.33   1180.77    887.95    289.01     12.80    351.14      2.13    149.32     54.44    378.78      0.3518664241     43.0818672200      4.22
2011-06-15T19:09:00Z    289.56     96.21     -2.00      0.24   1190.51    886.93    288.96     12.78    353.23      2.02    149.26     54.51    384.67      0.3519077301     43.0818252600      4.87
2011-06-15T19:09:02Z    289.54     96.32     -1.91      0.13   1200.65    885.88    288.95     12.79    355.98      1.91    149.98     55.08    383.78      0.3518507183     43.0818100000      5.07
2011-06-15T19:09:04Z    289.45     96.60     -1.83      0.03   1213.14    884.59    288.91     12.76    359.10      1.83    150.56     55.53    385.91      0.3518221378     43.0817756700      6.25
2011-06-15T19:09:06Z    289.33     95.70     -1.76     -0.08   1224.03    883.46    288.64     12.56      2.74      1.76    150.75     56.12    384.76      0.3518015444     43.0817794800      5.44
2011-06-15T19:09:08Z    289.29     96.11     -1.70     -0.21   1231.98    882.64    288.67     12.60      6.93      1.71    150.25     56.74    381.04      0.3518148363     43.0818214400      3.98
2011-06-15T19:09:10Z    289.26     96.53     -1.64     -0.34   1244.20    881.37    288.71     12.64     11.62      1.67    150.13     56.69    389.85      0.3518776000     43.0817565900      6.11
2011-06-15T19:09:12Z    289.13     96.57     -1.59     -0.47   1253.08    880.46    288.59     12.56     16.57      1.66    150.77     56.57    397.39      0.3518756628     43.0816764800      4.44
2011-06-15T19:09:14Z    289.15     96.78     -1.53     -0.61   1261.31    879.61    288.64     12.61     21.58      1.65    150.73     56.76    399.93      0.3518940210     43.0816612200      4.12
2011-06-15T19:09:16Z    289.00     97.24     -1.46     -0.74   1271.51    878.56    288.57     12.57     26.98      1.64    151.15     57.16    400.46      0.3518658876     43.0816421500      5.10
