                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-06-25T15:01:19Z    296.69     43.53      0.29     -2.04    644.95    949.65    283.61      8.34     98.11      2.06     22.08      0.00     11.26      0.3495379686     43.0848922700      0.00
2011-06-25T15:01:21Z    296.67     41.97      0.34     -2.36    647.43    949.38    283.06      8.03     98.19      2.39    342.18      0.00     12.28      0.3494398296     43.0849037200      1.24
2011-06-25T15:01:23Z    296.65     43.08      0.38     -2.68    661.09    947.90    283.42      8.25     98.04      2.71    305.25     34.19     14.86      0.3493370414     43.0848770100      6.83
2011-06-25T15:01:25Z    296.21     43.50      0.40     -2.99    672.13    946.70    283.17      8.12     97.56      3.02    296.46     40.41     24.82      0.3492131531     43.0848999000      5.52
2011-06-25T15:01:27Z    296.03     43.62      0.39     -3.29    683.28    945.49    283.05      8.07     96.70      3.31    289.62     43.73     33.74      0.3490957022     43.0849037200      5.58
2011-06-25T15:01:29Z    296.03     44.25      0.35     -3.56    696.19    944.09    283.26      8.20     95.56      3.58    298.29     47.61     41.25      0.3490399718     43.0849762000      6.46
2011-06-25T15:01:31Z    295.72     44.01      0.27     -3.82    707.88    942.82    282.91      8.01     94.06      3.83    287.67     51.75     44.83      0.3489613831     43.0849227900      5.84
2011-06-25T15:01:33Z    295.75     45.47      0.16     -4.03    720.86    941.41    283.42      8.31     92.25      4.03    287.43     52.16     54.27      0.3488500714     43.0849456800      6.49
2011-06-25T15:01:35Z    295.56     44.71      0.01     -4.21    733.07    940.09    282.99      8.08     90.11      4.21    285.71     51.48     65.34      0.3487136364     43.0849609400      6.11
2011-06-25T15:01:37Z    295.40     44.87     -0.17     -4.36    746.39    938.65    282.90      8.05     87.71      4.36    279.19     52.74     72.56      0.3486063778     43.0849037200      6.66
2011-06-25T15:01:39Z    295.38     45.17     -0.38     -4.47    762.71    936.89    282.98      8.11     85.14      4.49    283.44     52.99     84.22      0.3484800756     43.0849762000      8.16
2011-06-25T15:01:41Z    295.27     45.49     -0.60     -4.55    776.66    935.39    282.99      8.13     82.51      4.59    284.03     54.21     90.61      0.3484064937     43.0849990800      6.97
2011-06-25T15:01:43Z    295.09     45.92     -0.82     -4.60    792.79    933.65    282.96      8.13     79.93      4.67    282.18     53.10    106.46      0.3482080102     43.0850029000      8.07
2011-06-25T15:01:45Z    294.93     46.48     -1.02     -4.63    807.59    932.06    282.99      8.17     77.55      4.74    281.25     52.50    120.14      0.3480389714     43.0850105300      7.40
2011-06-25T15:01:47Z    294.76     46.45     -1.20     -4.63    822.94    930.41    282.83      8.09     75.44      4.79    276.95     54.26    123.74      0.3479775190     43.0849342300      7.67
2011-06-25T15:01:49Z    294.60     47.69     -1.35     -4.63    833.63    929.27    283.08      8.24     73.70      4.82    274.18     54.34    131.03      0.3478811979     43.0848846400      5.35
2011-06-25T15:01:51Z    294.75     49.80     -1.46     -4.61    848.16    927.71    283.86      8.71     72.44      4.83    271.43     54.18    142.29      0.3477391005     43.0848312400      7.27
2011-06-25T15:01:53Z    294.41     48.17     -1.51     -4.58    863.66    926.05    283.06      8.26     71.72      4.83    268.94     54.68    150.66      0.3476360738     43.0847740200      7.75
2011-06-25T15:01:55Z    294.27     48.69     -1.52     -4.56    881.89    924.11    283.09      8.30     71.52      4.81    266.33     56.65    151.96      0.3476236761     43.0847129800      9.11
2011-06-25T15:01:57Z    294.10     49.17     -1.48     -4.54    893.26    922.89    283.07      8.31     71.89      4.77    263.08     56.55    160.06      0.3475346863     43.0846252400      5.69
2011-06-25T15:01:59Z    293.86     48.15     -1.40     -4.52    906.83    921.45    282.55      8.03     72.73      4.73    260.79     56.64    168.41      0.3474444449     43.0845565800      6.79
2011-06-25T15:02:01Z    293.72     48.29     -1.40     -4.52    921.53    919.88    282.45      8.00     72.73      4.73    260.79     58.10    168.41      0.3474444449     43.0845565800      7.35
2011-06-25T15:02:03Z    293.62     48.91     -1.21     -4.49    935.03    918.45    282.55      8.06     74.94      4.65    277.27     53.34    211.44      0.3469102681     43.0850410500      6.75
2011-06-25T15:02:05Z    293.48     49.09     -0.95     -4.47    949.23    916.94    282.48      8.04     77.98      4.57    272.63     54.43    213.28      0.3468695581     43.0848884600      7.10
2011-06-25T15:02:07Z    293.30     49.41     -0.86     -4.46    959.00    915.90    282.41      8.01     79.13      4.55    282.88     52.20    238.89      0.3466260135     43.0852775600      4.89
2011-06-25T15:02:09Z    293.21     49.68     -0.57     -4.46    972.12    914.51    282.41      8.03     82.77      4.49    258.82     55.98    216.79      0.3468742669     43.0844230700      6.56
2011-06-25T15:02:11Z    293.06     49.85     -0.57     -4.46    987.76    912.85    282.32      8.00     82.77      4.49    258.82     57.23    216.79      0.3468742669     43.0844230700      7.82
2011-06-25T15:02:13Z    292.91     50.41     -0.57     -4.46   1003.69    911.16    282.35      8.02     82.77      4.49    258.82     58.42    216.79      0.3468742669     43.0844230700      7.96
2011-06-25T15:02:15Z    292.87     50.84     -0.57     -4.46   1018.56    909.59    282.44      8.09     82.77      4.49    258.82     59.47    216.79      0.3468742669     43.0844230700      7.43
2011-06-25T15:02:17Z    292.66     51.23 -32768.00 -32768.00   1033.03    908.07    282.36      8.05 -32768.00 -32768.00 -32768.00 -32768.00 -32768.00 -32768.0000000000 -32768.0000000000      7.24
2011-06-25T15:02:19Z    292.54     51.36      0.35     -4.43   1045.36    906.76    282.29      8.02     94.46      4.45    263.77     55.59    270.14      0.3461881280     43.0845375100      6.16
2011-06-25T15:02:21Z    292.50     49.79      0.50     -4.44   1059.31    905.30    281.79      7.76     96.37      4.46    261.70     55.96    275.84      0.3461339474     43.0844421400      6.98
2011-06-25T15:02:23Z    292.37     50.31      0.62     -4.44   1073.18    903.84    281.82      7.79     97.99      4.48    262.14     56.19    282.72      0.3460466266     43.0844535800      6.94
2011-06-25T15:02:25Z    292.19     51.10      0.74     -4.44   1088.84    902.19    281.88      7.84     99.46      4.50    263.33     56.44    290.44      0.3459433019     43.0844955400      7.83
2011-06-25T15:02:27Z    292.14     51.58      0.84     -4.45   1100.53    900.97    281.98      7.90    100.72      4.53    264.38     56.18    301.17      0.3458052576     43.0845336900      5.85
2011-06-25T15:02:29Z    291.90     51.91      0.89     -4.45   1112.46    899.72    281.85      7.84    101.28      4.54    264.39     56.40    306.64      0.3457383215     43.0845298800      5.97
2011-06-25T15:02:31Z    291.84     52.30      1.01     -4.47   1125.84    898.32    281.90      7.88    102.69      4.58    264.81     56.32    316.44      0.3456158340     43.0845413200      6.69
2011-06-25T15:02:33Z    291.61     53.99      1.07     -4.48   1138.29    897.01    282.16      8.03    103.46      4.61    266.30     56.82    318.68      0.3455806077     43.0846138000      6.23
2011-06-25T15:02:35Z    291.56     54.42      1.13     -4.50   1151.81    895.60    282.23      8.08    104.13      4.64    266.66     56.94    326.02      0.3454890549     43.0846290600      6.76
2011-06-25T15:02:37Z    291.34     54.68      1.19     -4.52   1166.52    894.06    282.10      8.01    104.76      4.68    265.75     56.56    340.50      0.3453159928     43.0845718400      7.36
2011-06-25T15:02:39Z    291.28     55.23      1.25     -4.55   1177.25    892.95    282.19      8.08    105.37      4.72    265.89     56.09    353.81      0.3451521397     43.0845718400      5.37
2011-06-25T15:02:41Z    291.19     55.53      1.31     -4.58   1190.23    891.59    282.18      8.08    105.98      4.76    265.89     56.07    362.73      0.3450429440     43.0845642100      6.49
2011-06-25T15:02:43Z    291.45     54.83      1.37     -4.61   1201.13    890.46    282.24      8.13    106.56      4.81    266.36     56.11    369.46      0.3449579179     43.0845871000      5.45
2011-06-25T15:02:45Z    291.45     54.92      1.44     -4.65   1213.96    889.13    282.26      8.15    107.19      4.87    266.50     56.02    379.41      0.3448353410     43.0845909100      6.41
2011-06-25T15:02:47Z    291.38     53.30      1.51     -4.71   1225.03    887.98    281.75      7.88    107.82      4.94    267.32     56.20    384.23      0.3447725475     43.0846366900      5.53
2011-06-25T15:02:49Z    291.21     54.09      1.55     -4.74   1237.61    886.68    281.81      7.93    108.14      4.98    267.45     56.46    388.86      0.3447153270     43.0846443200      6.29
2011-06-25T15:02:51Z    291.88     39.34      1.67     -4.85   1255.64    884.81    277.81      6.01    108.99      5.12    268.59     56.61    398.58      0.3445926905     43.0847129800      9.02
2011-06-25T15:02:53Z    291.75     36.54      1.74     -4.94   1269.99    883.34    276.64      5.54    109.45      5.23    268.87     56.31    412.61      0.3444198668     43.0847282400      7.17
2011-06-25T15:02:55Z    292.00     32.14      1.81     -5.04   1285.12    881.78    275.06      4.96    109.74      5.35    269.32     56.30    422.88      0.3442931473     43.0847549400      7.56
2011-06-25T15:02:57Z    292.09     32.60      1.87     -5.15   1299.96    880.25    275.33      5.07    109.92      5.48    269.51     56.41    430.98      0.3441934884     43.0847663900      7.42
2011-06-25T15:02:59Z    292.08     31.79      1.91     -5.27   1311.65    879.05    274.97      4.95    109.94      5.61    270.76     56.35    439.77      0.3440858126     43.0848541300      5.85
2011-06-25T15:03:01Z    292.01     31.08      1.95     -5.39   1326.24    877.56    274.60      4.82    109.83      5.73    270.84     56.03    454.86      0.3439005911     43.0848617600      7.29
2011-06-25T15:03:03Z    291.88     31.24      1.96     -5.52   1341.26    876.02    274.56      4.82    109.54      5.85    271.59     56.19    462.24      0.3438115418     43.0849151600      7.51
2011-06-25T15:03:05Z    291.81     31.01      1.96     -5.63   1354.02    874.72    274.39      4.76    109.17      5.96    272.75     56.07    472.94      0.3436845839     43.0850029000      6.38
2011-06-25T15:03:07Z    291.82     31.25      1.95     -5.74   1368.02    873.29    274.51      4.81    108.73      6.06    273.42     55.73    488.55      0.3434969783     43.0850601200      7.00
2011-06-25T15:03:09Z    291.68     31.71      1.92     -5.83   1379.63    872.11    274.59      4.84    108.21      6.14    272.57     55.50    500.69      0.3433433473     43.0850029000      5.81
2011-06-25T15:03:11Z    291.73     29.72      1.88     -5.90   1392.30    870.82    273.74      4.56    107.67      6.19    272.80     55.66    506.35      0.3432751000     43.0850219700      6.33
2011-06-25T15:03:13Z    291.65     29.23      1.82     -5.94   1406.88    869.34    273.44      4.47    107.05      6.21    273.25     55.41    521.19      0.3430957496     43.0850677500      7.29
2011-06-25T15:03:15Z    291.70     29.75      1.82     -5.94   1423.25    867.67    273.73      4.58    107.05      6.21    273.25     55.98    521.19      0.3430957496     43.0850677500      8.18
2011-06-25T15:03:17Z    291.75     29.67      1.82     -5.94   1433.94    866.59    273.73      4.58    107.05      6.21    273.25     56.35    521.19      0.3430957496     43.0850677500      5.35
2011-06-25T15:03:19Z    291.70     30.03      1.60     -5.92   1444.17    865.56    273.85      4.63    105.10      6.13    276.20     54.59    563.86      0.3426019251     43.0853462200      5.12
2011-06-25T15:03:21Z    291.78     30.86      1.51     -5.85   1457.49    864.21    274.30      4.79    104.45      6.04    275.95     54.60    573.06      0.3424862921     43.0853347800      6.66
2011-06-25T15:03:23Z    291.78     31.20      1.41     -5.76   1469.66    862.99    274.46      4.85    103.75      5.93    275.42     54.28    588.70      0.3422886431     43.0853004500      6.09
2011-06-25T15:03:25Z    291.70     31.56      1.36     -5.71   1481.80    861.76    274.54      4.89    103.39      5.87    276.17     54.34    596.05      0.3422083855     43.0853767400      6.07
2011-06-25T15:03:27Z    291.77     31.24      1.26     -5.59   1492.76    860.66    274.46      4.87    102.73      5.73    275.71     53.99    611.82      0.3420097232     43.0853462200      5.48
2011-06-25T15:03:29Z    291.72     31.71      1.12     -5.38   1507.05    859.23    274.62      4.93    101.74      5.49    276.23     53.70    628.76      0.3418099284     43.0854148900      7.14
2011-06-25T15:03:31Z    291.68     33.25      1.03     -5.22   1520.18    857.91    275.25      5.17    101.14      5.32    275.86     54.05    630.36      0.3417851031     43.0853805500      6.57
2011-06-25T15:03:33Z    291.62     31.86      0.99     -5.14   1527.69    857.16    274.61      4.94    100.88      5.23    276.16     54.14    633.72      0.3417483270     43.0854110700      3.75
2011-06-25T15:03:35Z    291.68     31.78      0.92     -4.97   1538.59    856.07    274.62      4.95    100.47      5.05    275.78     53.97    645.60      0.3415978849     43.0853843700      5.45
2011-06-25T15:03:37Z    291.74     33.30      0.84     -4.71   1551.85    854.74    275.33      5.22    100.07      4.79    275.77     53.77    660.07      0.3414208293     43.0853958100      6.63
2011-06-25T15:03:39Z    291.86     33.26      0.80     -4.53   1566.03    853.33    275.42      5.26     99.96      4.60    275.77     53.69    672.38      0.3412704468     43.0854072600      7.09
2011-06-25T15:03:41Z    291.98     32.45      0.78     -4.45   1580.54    851.89    275.18      5.18     99.98      4.51    275.62     53.89    678.18      0.3411975205     43.0853996300      7.25
2011-06-25T15:03:43Z    291.94     31.83      0.76     -4.27   1590.86    850.86    274.87      5.07    100.09      4.34    275.65     53.97    683.65      0.3411310613     43.0854072600      5.16
2011-06-25T15:03:45Z    291.88     31.65      0.74     -4.01   1603.84    849.57    274.74      5.03    100.52      4.08    275.65     54.05    690.99      0.3410412669     43.0854110700      6.49
2011-06-25T15:03:47Z    291.90     30.83      0.74     -3.92   1617.44    848.23    274.39      4.91    100.68      3.99    275.56     54.35    693.16      0.3410134315     43.0854034400      6.80
2011-06-25T15:03:49Z    291.75     30.76      0.73     -3.75   1628.00    847.18    274.23      4.86    101.09      3.82    275.81     54.20    704.70      0.3408761919     43.0854415900      5.28
2011-06-25T15:03:51Z    291.70     30.59      0.73     -3.58   1640.98    845.90    274.11      4.83    101.56      3.65    276.16     54.20    714.04      0.3407677412     43.0854911800      6.49
2011-06-25T15:03:53Z    291.62     30.75      0.73     -3.41   1651.63    844.85    274.11      4.83    102.11      3.49    276.53     54.09    724.49      0.3406463563     43.0855407700      5.33
2011-06-25T15:03:55Z    291.45     30.69      0.73     -3.24   1665.02    843.53    273.94      4.78    102.65      3.32    276.89     54.38    726.60      0.3406271636     43.0855827300      6.69
2011-06-25T15:03:57Z    291.38     30.45      0.72     -3.08   1679.39    842.11    273.77      4.73    103.19      3.16    276.59     54.54    732.42      0.3405505717     43.0855560300      7.19
2011-06-25T15:03:59Z    291.30     30.46      0.71     -2.92   1693.56    840.72    273.71      4.71    103.70      3.00    276.87     54.50    743.64      0.3404189944     43.0855979900      7.08
