                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-06-15T18:24:13Z    295.18     71.10     -1.25      0.43    646.76    944.56    289.72     12.60    340.81      1.32    115.03 -32768.00     12.26      0.3504363894     43.0838546800      0.00
2011-06-15T18:24:15Z    294.79     72.68     -1.44      0.46    648.68    944.35    289.69     12.59    342.44      1.51    120.31 -32768.00     18.39      0.3504949510     43.0838165300      0.96
2011-06-15T18:24:17Z    294.45     74.27     -1.65      0.48    657.05    943.44    289.70     12.62    343.85      1.71    121.94     14.40     23.56      0.3505454659     43.0837860100      4.18
2011-06-15T18:24:19Z    294.31     74.41     -1.84      0.50    670.13    942.02    289.60     12.55    344.93      1.91    126.19     37.69     24.76      0.3505454361     43.0837669400      6.54
2011-06-15T18:24:21Z    294.18     74.83     -2.03      0.52    683.34    940.59    289.56     12.55    345.76      2.10    136.16     44.35     33.08      0.3505814075     43.0836868300      6.61
2011-06-15T18:24:23Z    294.16     75.61     -2.21      0.53    694.26    939.41    289.71     12.68    346.38      2.27    152.94     51.74     34.11      0.3504905999     43.0836257900      5.46
2011-06-15T18:24:25Z    293.95     76.66     -2.36      0.55    707.17    938.01    289.72     12.72    346.84      2.42    147.81     54.49     40.08      0.3505621850     43.0835952800      6.46
2011-06-15T18:24:27Z    293.83     77.45     -2.48      0.57    718.80    936.75    289.76     12.77    347.04      2.55    152.86     55.98     45.76      0.3505563736     43.0835342400      5.81
2011-06-15T18:24:29Z    293.69     78.52     -2.58      0.59    732.17    935.31    289.85     12.87    347.13      2.65    160.69     59.85     47.15      0.3504914939     43.0834999100      6.69
2011-06-15T18:24:31Z    293.61     78.73     -2.65      0.61    744.70    933.96    289.80     12.85    347.11      2.72    160.56     61.44     51.01      0.3505084813     43.0834655800      6.26
2011-06-15T18:24:33Z    293.50     79.40     -2.69      0.62    758.25    932.50    289.83     12.90    346.98      2.76    151.77     56.83     70.10      0.3507071733     43.0833435100      6.78
2011-06-15T18:24:35Z    293.43     79.20     -2.70      0.64    767.39    931.51    289.73     12.83    346.73      2.78    151.96     56.40     77.32      0.3507463038     43.0832862900      4.57
2011-06-15T18:24:37Z    293.31     79.32     -2.69      0.65    780.43    930.11    289.63     12.77    346.47      2.76    157.09     61.10     71.44      0.3506415784     43.0833091700      6.52
2011-06-15T18:24:39Z    293.24     79.58     -2.64      0.65    794.16    928.63    289.62     12.79    346.20      2.72    153.52     61.52     77.67      0.3507252634     43.0832748400      6.87
2011-06-15T18:24:41Z    293.13     78.82     -2.58      0.65    806.81    927.28    289.36     12.59    345.86      2.66    156.15     60.26     89.02      0.3507421017     43.0831680300      6.32
2011-06-15T18:24:43Z    293.05     79.33     -2.50      0.64    819.95    925.87    289.38     12.63    345.56      2.58    159.45     61.06     93.42      0.3507027924     43.0831108100      6.57
2011-06-15T18:24:45Z    292.88     79.80     -2.41      0.63    830.56    924.73    289.31     12.58    345.36      2.49    161.94     61.73     96.56      0.3506676257     43.0830726600      5.31
2011-06-15T18:24:47Z    292.83     80.12     -2.30      0.60    837.25    924.02    289.32     12.60    345.30      2.38    158.71     60.81    104.06      0.3507639170     43.0830268900      3.34
2011-06-15T18:24:49Z    292.77     80.69     -2.19      0.57    847.37    922.93    289.37     12.66    345.48      2.26    159.19     62.07    104.11      0.3507541120     43.0830230700      5.06
2011-06-15T18:24:51Z    292.68     81.14     -2.08      0.52    860.24    921.56    289.38     12.67    345.92      2.14    157.96     61.36    114.26      0.3508265018     43.0829467800      6.43
2011-06-15T18:24:53Z    292.55     81.50     -1.97      0.47    874.33    920.06    289.32     12.64    346.56      2.02    158.68     61.56    120.97      0.3508400917     43.0828857400      7.05
2011-06-15T18:24:55Z    292.43     81.99     -1.91      0.44    887.50    918.65    289.29     12.64    347.07      1.96    157.96     63.20    119.44      0.3508504927     43.0829048200      6.59
2011-06-15T18:24:57Z    292.50     82.36     -1.76      0.32    900.41    917.28    289.43     12.78    349.63      1.79    157.94     63.99    121.72      0.3508614600     43.0828857400      6.45
2011-06-15T18:24:59Z    292.31     82.86     -1.67      0.23    913.14    915.93    289.34     12.72    352.13      1.68    157.23     64.39    125.67      0.3508972526     43.0828552200      6.36
2011-06-15T18:25:01Z    292.27     83.37     -1.59      0.13    925.19    914.65    289.39     12.78    355.27      1.59    159.19     64.59    130.26      0.3508681655     43.0828056300      6.03
2011-06-15T18:25:03Z    292.18     83.55     -1.52      0.02    936.67    913.43    289.34     12.75    359.14      1.52    161.56     64.62    135.52      0.3508264422     43.0827446000      5.74
2011-06-15T18:25:05Z    292.16     83.62     -1.45     -0.10    951.30    911.88    289.34     12.77      3.80      1.45    160.78     65.45    137.19      0.3508545756     43.0827331500      7.31
2011-06-15T18:25:07Z    291.98     83.83     -1.38     -0.22    964.52    910.48    289.19     12.66      8.90      1.40    161.67     66.37    137.17      0.3508296907     43.0827293400      6.61
2011-06-15T18:25:09Z    291.97     83.64     -1.31     -0.34    976.62    909.21    289.15     12.65     14.63      1.35    162.52     66.53    141.40      0.3508217335     43.0826873800      6.05
2011-06-15T18:25:11Z    291.90     83.68     -1.22     -0.46    988.80    907.92    289.09     12.61     20.65      1.31    160.76     67.51    139.82      0.3508658707     43.0827102700      6.09
2011-06-15T18:25:13Z    291.95     83.36     -1.12     -0.58    998.45    906.90    289.08     12.62     27.31      1.26    158.69     67.72    142.32      0.3509353101     43.0827064500      4.83
2011-06-15T18:25:15Z    291.79     83.29     -1.00     -0.69   1007.41    905.96    288.91     12.49     34.33      1.22    160.43     67.31    149.00      0.3509130180     43.0826377900      4.48
2011-06-15T18:25:17Z    291.73     83.24     -0.87     -0.79   1019.84    904.65    288.85     12.46     42.27      1.17    162.26     68.87    142.57      0.3508335650     43.0826759300      6.22
2011-06-15T18:25:19Z    291.63     83.84     -0.71     -0.88   1033.92    903.17    288.86     12.49     51.28      1.13    164.53     68.70    149.29      0.3507888615     43.0826034500      7.04
2011-06-15T18:25:21Z    291.48     83.96     -0.53     -0.97   1046.34    901.87    288.74     12.40     61.41      1.10    167.71     68.62    154.74      0.3507045209     43.0825386000      6.21
2011-06-15T18:25:23Z    291.33     84.37     -0.34     -1.04   1059.43    900.50    288.66     12.36     71.97      1.09    171.02     68.78    158.56      0.3506039083     43.0824890100      6.55
2011-06-15T18:25:25Z    291.39     83.68     -0.15     -1.10   1072.69    899.11    288.59     12.32     82.39      1.11    172.30     69.04    161.51      0.3505656123     43.0824585000      6.63
2011-06-15T18:25:27Z    291.32     83.13      0.04     -1.17   1083.36    897.99    288.43     12.20     91.97      1.17    170.99     70.48    153.29      0.3505946994     43.0825386000      5.33
2011-06-15T18:25:29Z    291.19     83.03      0.21     -1.22   1095.52    896.72    288.28     12.10     99.95      1.24    170.88     71.74    146.69      0.3505856395     43.0825958300      6.08
2011-06-15T18:25:31Z    291.12     83.54      0.37     -1.28   1108.34    895.38    288.30     12.13    106.04      1.33    168.71     71.29    154.89      0.3506723046     43.0825309800      6.41
2011-06-15T18:25:33Z    291.07     82.00      0.49     -1.34   1120.05    894.16    287.97     11.89    110.18      1.42    169.46     72.03    152.14      0.3506417274     43.0825538600      5.86
2011-06-15T18:25:35Z    290.98     82.44      0.58     -1.39   1132.59    892.86    287.95     11.89    112.71      1.51    169.97     73.20    145.40      0.3506110907     43.0826110800      6.27
