                Date         T        RH         v         u    Height         P        TD        MR        DD        FF        AZ        El     Range               Lon               Lat        VV
2011-07-02T17:58:57Z    297.62     42.43     -1.10      0.68    644.84    938.26    284.07      8.70    328.29      1.29    144.19 -32768.00      6.49      0.3503465950     43.0838508600      0.00
2011-07-02T17:58:59Z    296.92     43.67     -1.32      0.71    647.57    937.97    283.87      8.59    331.79      1.50     39.62      0.00     11.87      0.3503929675     43.0839805600      1.37
2011-07-02T17:59:01Z    296.71     35.49     -1.55      0.73    664.09    936.19    280.62      6.89    334.78      1.71     99.45     69.52      4.89      0.3503592014     43.0838928200      8.26
2011-07-02T17:59:03Z    296.59     34.60     -1.76      0.74    678.24    934.68    280.14      6.68    337.25      1.91     99.09     66.63     11.77      0.3504427373     43.0838813800      7.08
2011-07-02T17:59:05Z    296.57     34.85     -1.96      0.74    689.77    933.44    280.23      6.73    339.33      2.09    129.77     61.59     20.97      0.3504979312     43.0837783800      5.76
2011-07-02T17:59:07Z    296.46     35.43     -2.13      0.72    702.81    932.04    280.37      6.80    341.24      2.25    144.05     69.12     19.76      0.3504424691     43.0837554900      6.52
2011-07-02T17:59:09Z    296.30     35.21     -2.27      0.70    718.13    930.41    280.13      6.71    342.89      2.37    141.07     71.35     22.66      0.3504748344     43.0837402300      7.66
2011-07-02T17:59:11Z    296.21     36.18     -2.37      0.66    729.96    929.14    280.46      6.87    344.42      2.46    154.43     67.21     33.17      0.3504757881     43.0836296100      5.92
2011-07-02T17:59:13Z    296.04     36.15     -2.43      0.61    741.25    927.94    280.29      6.80    345.86      2.50    156.75     67.29     37.76      0.3504830599     43.0835876500      5.64
2011-07-02T17:59:15Z    296.07     36.35     -2.44      0.55    754.66    926.51    280.40      6.86    347.24      2.51    151.33     64.92     48.51      0.3505858481     43.0835151700      6.71
2011-07-02T17:59:17Z    295.88     36.80     -2.42      0.49    768.21    925.07    280.41      6.88    348.60      2.47    156.12     64.70     55.39      0.3505754471     43.0834426900      6.77
2011-07-02T17:59:19Z    295.77     37.15     -2.37      0.42    780.63    923.75    280.45      6.91    349.98      2.41    157.47     66.76     55.67      0.3505619168     43.0834388700      6.21
2011-07-02T17:59:21Z    295.73     37.40     -2.29      0.35    792.82    922.45    280.51      6.95    351.38      2.32    159.99     65.54     64.51      0.3505711555     43.0833549500      6.10
