NaN,NaN,NaN,1,-9.06,0.5,0.07,NaN,0,NaN,NaN,NaN,NaN,1,0.82,0.33,0.01,NaN,NaN,1,1.64,0.8,0.4,NaN,NaN,1,1.09,0.58,0.33,NaN,2,1.49,3.04,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,119000000,NaN,0,NaN,0
NaN,NaN,NaN,1,-5.44,0.5,0.04,NaN,4,0.61,2.28,0.15,-0.36,10,-0.36,7.74,0.24,NaN,NaN,5,2.3,1.19,0.53,NaN,NaN,1,0.97,0.64,0.35,NaN,5,0.89,4.85,0.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36900,NaN,0,NaN,0
NaN,NaN,NaN,5,-3.75,1.51,0.14,NaN,5,1.34,3.42,0.34,0.25,10,0.25,7.34,0.22,NaN,NaN,1,2.25,0.86,0.42,NaN,NaN,5,1.4,1.15,0.52,NaN,2,1.05,2.86,0.46,NaN,NaN,NaN,NaN,-0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9570,NaN,0,NaN,0
NaN,NaN,NaN,5,-4.13,1.89,0.11,NaN,5,1.33,6.53,0.41,-0.07,10,-0.07,6.18,0.2,NaN,NaN,1,2.52,0.63,0.34,NaN,NaN,5,0.97,1.76,0.69,NaN,2,1.11,2.4,0.42,NaN,NaN,NaN,NaN,-0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3020,NaN,0,NaN,0
NaN,NaN,NaN,2,-4.09,1.73,0.1,NaN,4,1.2,7.26,0.46,0.07,10,0.07,12.02,0.22,NaN,NaN,1,1.12,0.62,0.34,NaN,NaN,5,0.93,1.66,0.66,NaN,2,0.99,2.72,0.46,NaN,NaN,NaN,NaN,-0.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1630,3660000,0,NaN,0
3.96,52.7,-3.83,10,-3.83,2.89,0.17,1.01,10,1.01,7.32,0.52,0.1,10,0.1,12.67,0.24,NaN,NaN,5,0.73,1.21,0.53,NaN,0.51,10,0.51,1.53,0.63,NaN,2,0.93,2.24,0.41,NaN,NaN,NaN,NaN,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1080,NaN,0,NaN,0
3.69,55.8,-3.51,10,-3.51,2.82,0.17,1.13,10,1.13,7.41,0.6,0,10,0,13.3,0.25,NaN,NaN,2,0.8,1.05,0.49,NaN,0.37,10,0.37,2.2,0.8,NaN,2,0.83,2.4,0.43,NaN,NaN,NaN,NaN,0.07,NaN,NaN,NaN,0.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,683,NaN,0,NaN,0
3.79,56.8,-3.58,10,-3.58,2.83,0.17,1.22,10,1.22,7.12,0.64,0.08,10,0.08,12.57,0.23,NaN,NaN,5,0.78,1.39,0.58,NaN,0.4,10,0.4,2.31,0.83,NaN,2,0.96,2.56,0.45,NaN,NaN,NaN,NaN,0.1,NaN,NaN,NaN,0.46,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,0,NaN,0
4.17,57.4,-3.94,10,-3.94,1.67,0.1,1.38,10,1.38,6.68,0.61,0.13,10,0.13,12.85,0.21,NaN,NaN,1,0.34,0.74,0.39,NaN,0.47,10,0.47,2.2,0.8,NaN,2,1.1,2.55,0.45,NaN,NaN,NaN,NaN,0.12,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,459,4460000,0,NaN,0
3.44,60.4,-3.18,10,-3.18,1.72,0.17,1.31,10,1.31,6.62,0.6,0.27,10,0.27,12.01,0.2,NaN,NaN,1,1.16,0.58,0.33,NaN,0.51,10,0.51,2.04,0.76,NaN,2,1.11,2.35,0.41,NaN,NaN,NaN,NaN,0.15,NaN,NaN,NaN,0.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,383,NaN,0,NaN,0
