NaN,NaN,NaN,1,-6.59,0.5,0.09,NaN,1,-6.85,0.52,0.07,NaN,5,-3.07,5.38,0.25,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,2.04,0.8,0.4,NaN,5,1.01,6.3,0.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,114000000,NaN,0,NaN,0
NaN,NaN,NaN,1,13.95,0.53,0.04,NaN,4,-3.61,1.82,0.13,NaN,2,-1.86,2.15,0.07,NaN,NaN,1,2.22,0.84,0.42,NaN,NaN,1,2.95,0.7,0.37,NaN,2,1.98,1.79,0.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7710,NaN,0,NaN,0
NaN,NaN,NaN,1,13.19,0.31,0.02,NaN,4,-2.79,4.29,0.23,NaN,2,0.13,1.83,0.06,NaN,NaN,1,1.41,0.65,0.36,NaN,NaN,2,0.81,1.01,0.47,NaN,2,2.11,2,0.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4790,NaN,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,-2.73,6.52,0.32,-0.58,10,-0.58,4.86,0.16,NaN,NaN,1,2.39,0.73,0.38,NaN,0.58,10,0.58,1.86,0.7,NaN,2,1.64,1.49,0.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1390,NaN,0,NaN,0
NaN,NaN,NaN,1,6.34,0.44,0.02,NaN,4,-2.87,8.42,0.4,-0.3,10,-0.3,9.5,0.17,NaN,NaN,1,1.35,0.71,0.38,NaN,0.68,10,0.68,1.86,0.7,NaN,2,0.87,2.25,0.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,317,NaN,0,NaN,0
NaN,NaN,NaN,2,5.36,1.34,0.05,NaN,4,-2.81,9.68,0.47,-0.19,10,-0.19,11.53,0.21,NaN,NaN,1,0.94,0.63,0.35,NaN,0.56,10,0.56,1.63,0.64,NaN,2,0.91,2,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,267,927000,0,NaN,0
NaN,NaN,NaN,2,5.25,1.71,0.09,NaN,4,-3.04,8.52,0.53,-0.16,10,-0.16,13.11,0.24,NaN,NaN,1,1.99,0.77,0.4,NaN,0.42,10,0.42,1.95,0.73,NaN,2,0.84,2.27,0.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,187,NaN,0,NaN,0
NaN,NaN,NaN,2,5.29,1.36,0.08,NaN,4,-3.1,8.4,0.56,-0.09,10,-0.09,14.44,0.27,NaN,NaN,1,0.82,0.7,0.38,NaN,0.57,10,0.57,2.33,0.82,NaN,2,0.95,2.23,0.43,NaN,NaN,NaN,NaN,-0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,NaN,0,NaN,0
NaN,NaN,NaN,2,3.17,1.45,0.08,NaN,4,-3.1,10.78,0.6,-0.03,10,-0.03,16.2,0.3,NaN,NaN,1,2.74,0.71,0.37,NaN,0.56,10,0.56,2.32,0.81,NaN,2,0.91,2.54,0.48,NaN,NaN,NaN,NaN,-0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.5,NaN,0,NaN,256
NaN,NaN,NaN,2,1.27,0.6,0.05,NaN,4,-3.07,10.33,0.62,-0.01,10,-0.01,17.6,0.34,NaN,NaN,1,1.31,0.52,0.3,NaN,0.5,10,0.5,2.47,0.85,NaN,5,1.84,2.96,0.51,NaN,NaN,NaN,NaN,-0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.5,NaN,0,NaN,256
NaN,NaN,NaN,2,-1.37,0.73,0.08,NaN,4,-3.15,10.31,0.63,-0.02,10,-0.02,18.35,0.35,NaN,NaN,5,0.56,1.63,0.67,NaN,0.41,10,0.41,2.27,0.8,0.84,10,0.84,3.36,0.58,NaN,NaN,NaN,NaN,-0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.5,NaN,0,NaN,256
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,-3.12,9.92,0.62,-0.09,10,-0.09,26.41,0.4,NaN,NaN,0,NaN,NaN,NaN,NaN,0.49,10,0.49,2.38,0.83,0.84,10,0.84,3.89,0.62,NaN,NaN,NaN,NaN,-0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.9,1260000,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,-3.22,9.4,0.58,-0.12,10,-0.12,26.93,0.41,NaN,NaN,0,NaN,NaN,NaN,NaN,0.45,10,0.45,2.18,0.78,0.69,10,0.69,4.02,0.64,NaN,NaN,NaN,NaN,-0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.8,1470000,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,-3.38,9.3,0.56,-0.13,10,-0.13,26.85,0.42,NaN,NaN,0,NaN,NaN,NaN,NaN,0.66,10,0.66,2.21,0.79,0.84,10,0.84,3.88,0.62,NaN,NaN,NaN,NaN,-0.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.1,NaN,0,NaN,0
4.76,270,2.93,10,2.93,1.56,0.15,-3.76,10,-3.76,9.17,0.54,-0.16,10,-0.16,26.57,0.44,NaN,NaN,1,2.32,0.8,0.4,NaN,0.43,10,0.43,1.79,0.68,0.83,10,0.83,3.09,0.54,NaN,NaN,NaN,NaN,-0.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.2,NaN,0,NaN,256
