NaN,NaN,NaN,1,-13.87,0.51,0.07,NaN,1,3.4,0.56,0.07,NaN,5,-2.91,9.59,0.5,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,1,0.83,0.8,0.4,NaN,5,0.63,9.26,0.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,154000000,2.16e+10,2,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,-0.29,1.16,0.08,NaN,5,-2.71,7.03,0.17,NaN,NaN,1,1.79,0.63,0.35,NaN,NaN,1,1.54,0.72,0.38,NaN,2,1.47,2.26,0.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4440,NaN,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,2,-1.78,2.07,0.1,NaN,2,-0.72,3.25,0.06,NaN,NaN,1,0.55,0.52,0.3,NaN,NaN,2,0.65,1.05,0.49,NaN,2,2.43,1.65,0.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4300,NaN,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,-2.4,2.76,0.12,-0.58,10,-0.58,3.39,0.11,NaN,NaN,1,2.13,0.79,0.41,NaN,NaN,2,1.32,1.08,0.49,NaN,2,1.72,1.93,0.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,437,NaN,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,-3,3.76,0.16,-0.39,10,-0.39,5.5,0.1,NaN,NaN,1,2.66,0.67,0.36,NaN,NaN,5,0.6,1.14,0.51,NaN,2,2.11,1.45,0.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,385,NaN,0,NaN,0
NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,4,-3.72,4.92,0.22,-0.16,10,-0.16,6.7,0.12,NaN,NaN,1,0.95,0.86,0.43,NaN,NaN,1,0.89,0.77,0.4,NaN,2,1,1.71,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,284,NaN,0,NaN,0
NaN,NaN,NaN,1,-1.91,0.1,0,NaN,4,-4.14,5.23,0.24,-0.05,10,-0.05,8.89,0.17,NaN,NaN,1,1.81,0.69,0.37,NaN,0.72,10,0.72,1.71,0.67,NaN,2,2.31,1.7,0.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197,NaN,0,NaN,0
NaN,NaN,NaN,2,-0.7,0.96,0.04,NaN,4,-4.1,6.09,0.29,-0.1,10,-0.1,10.81,0.21,NaN,NaN,1,1.09,0.55,0.32,NaN,0.53,10,0.53,1.89,0.72,NaN,2,0.72,2.02,0.4,NaN,NaN,NaN,NaN,-0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169,NaN,0,NaN,0
NaN,NaN,NaN,2,-0.2,1.41,0.07,NaN,4,-4.27,5.43,0.35,-0.13,10,-0.13,11.49,0.22,NaN,NaN,1,0.95,0.63,0.34,NaN,NaN,5,1.84,1.45,0.6,NaN,2,1.02,2.49,0.47,NaN,NaN,NaN,NaN,-0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.4,NaN,0,NaN,0
NaN,NaN,NaN,5,-0.36,3.47,0.21,NaN,5,-3.95,5.47,0.37,-0.19,10,-0.19,11.98,0.23,NaN,NaN,5,1.57,1.39,0.59,NaN,0.74,10,0.74,1.27,0.55,NaN,2,0.92,2.14,0.43,NaN,NaN,NaN,NaN,-0.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.8,NaN,0,NaN,256
